route,direction,departure_time,stop_id,weekday,saturday,sunday
13,O,13:45:00,6235,0,1,0
13,O,10:50:00,6235,0,1,0
13,O,11:10:00,6235,0,1,0
13,O,11:30:00,6235,0,1,0
13,O,10:30:00,6235,0,1,0
13,O,10:10:00,6235,0,1,0
13,O,07:50:00,6235,0,1,0
13,O,08:10:00,6235,0,1,0
13,O,08:30:00,6235,0,1,0
13,O,08:50:00,6235,0,1,0
13,O,07:30:00,6235,0,1,0
13,O,07:10:00,6235,0,1,0
13,O,17:45:00,6235,0,1,0
13,O,18:15:00,6235,0,1,0
13,O,17:30:00,6235,0,1,0
13,O,16:30:00,6235,0,1,0
13,O,17:00:00,6235,0,1,0
13,O,17:15:00,6235,0,1,0
13,O,14:45:00,6235,0,1,0
13,O,15:00:00,6235,0,1,0
13,O,06:05:00,324,0,1,0
13,O,12:45:00,324,0,1,0
13,O,13:15:00,324,0,1,0
13,O,11:45:00,324,0,1,0
13,O,12:15:00,324,0,1,0
13,O,12:30:00,324,0,1,0
13,O,09:30:00,324,0,1,0
13,O,09:50:00,324,0,1,0
13,O,06:30:00,324,0,1,0
13,O,06:50:00,324,0,1,0
13,O,18:00:00,324,0,1,0
13,O,09:10:00,324,0,1,0
13,O,16:45:00,324,0,1,0
13,O,16:15:00,324,0,1,0
13,O,14:30:00,324,0,1,0
13,O,15:15:00,324,0,1,0
13,O,15:45:00,324,0,1,0
13,O,16:00:00,324,0,1,0
13,O,15:30:00,324,0,1,0
13,O,18:30:00,324,0,1,0
13,O,18:45:00,324,0,1,0
13,O,23:15:00,324,0,1,0
13,O,21:15:00,6235,0,1,0
13,O,21:45:00,6235,0,1,0
13,O,20:15:00,6235,0,1,0
13,O,20:45:00,6235,0,1,0
13,O,22:15:00,324,0,1,0
13,O,22:45:00,324,0,1,0
13,O,19:45:00,324,0,1,0
13,O,19:15:00,324,0,1,0
13,I,06:20:00,7229,0,1,0
13,I,06:00:00,7229,0,1,0
13,I,12:30:00,7229,0,1,0
13,I,13:00:00,7229,0,1,0
13,I,12:15:00,7229,0,1,0
13,I,11:45:00,7229,0,1,0
13,I,13:15:00,7229,0,1,0
13,I,12:00:00,7229,0,1,0
13,I,09:40:00,7229,0,1,0
13,I,10:20:00,7229,0,1,0
13,I,11:15:00,7229,0,1,0
13,I,10:00:00,7229,0,1,0
13,I,06:40:00,7229,0,1,0
13,I,07:00:00,7229,0,1,0
13,I,07:20:00,7229,0,1,0
13,I,18:15:00,7229,0,1,0
13,I,09:20:00,7229,0,1,0
13,I,09:00:00,7229,0,1,0
13,I,08:40:00,7229,0,1,0
13,I,16:00:00,7229,0,1,0
13,I,16:30:00,7229,0,1,0
13,I,15:45:00,7229,0,1,0
13,I,14:45:00,7229,0,1,0
13,I,15:15:00,7229,0,1,0
13,I,15:30:00,7229,0,1,0
13,I,19:50:00,7229,0,1,0
13,I,19:30:00,7229,0,1,0
13,I,19:15:00,7229,0,1,0
13,I,18:45:00,7229,0,1,0
13,I,19:00:00,7229,0,1,0
13,I,11:30:00,7229,0,1,0
13,I,12:45:00,7229,0,1,0
13,I,13:30:00,7229,0,1,0
13,I,14:00:00,7229,0,1,0
13,I,13:45:00,7229,0,1,0
13,I,11:00:00,7229,0,1,0
13,I,10:40:00,7229,0,1,0
13,I,07:40:00,7229,0,1,0
13,I,08:00:00,7229,0,1,0
13,I,08:20:00,7229,0,1,0
13,I,18:00:00,7229,0,1,0
13,I,18:30:00,7229,0,1,0
13,I,17:45:00,7229,0,1,0
13,I,17:15:00,7229,0,1,0
13,I,17:30:00,7229,0,1,0
13,I,16:45:00,7229,0,1,0
13,I,17:00:00,7229,0,1,0
13,I,14:30:00,7229,0,1,0
13,I,15:00:00,7229,0,1,0
13,I,16:15:00,7229,0,1,0
13,I,14:15:00,7229,0,1,0
13,I,23:00:00,7229,0,1,0
13,I,23:30:00,7229,0,1,0
13,I,22:00:00,7229,0,1,0
13,I,22:30:00,7229,0,1,0
13,I,21:30:00,7229,0,1,0
13,I,20:30:00,7229,0,1,0
13,I,21:00:00,7229,0,1,0
13,I,20:10:00,7229,0,1,0
130,O,12:45:00,7591,0,1,0
130,O,14:15:00,7591,0,1,0
130,O,12:10:00,7591,0,1,0
130,O,13:30:00,7591,0,1,0
130,O,11:55:00,7591,0,1,0
130,O,13:15:00,7591,0,1,0
130,O,13:00:00,7591,0,1,0
130,O,14:30:00,7591,0,1,0
130,O,12:25:00,7591,0,1,0
130,O,13:45:00,7591,0,1,0
130,O,12:35:00,7591,0,1,0
130,O,14:00:00,7591,0,1,0
130,O,10:10:00,7591,0,1,0
130,O,11:25:00,7591,0,1,0
130,O,10:55:00,7591,0,1,0
130,O,10:40:00,7591,0,1,0
130,O,10:25:00,7591,0,1,0
130,O,11:40:00,7591,0,1,0
130,O,09:55:00,7591,0,1,0
130,O,11:10:00,7591,0,1,0
