,stop_number,stop_address
17359,4602,"Ballyowen Rd, Castle Road"
17362,4605,"Newlands Rd, Foxborough Rd"
17363,4562,"Foxborough Rd, Foxborough Ave"
17364,7386,"Foxborough Rd, Ballyowen Road"
17365,4607,"Griffeen Avenue, Moy Glas Dene"
17366,4608,"Griffeen Road, Griffeen Glen"
17367,4609,"Griffeen Road, Elm Wood"
17368,4610,"Griffeen Road, Ash Park"
17380,4624,"Griffeen Road, Leisure Centre"
17381,4625,"Griffeen Road, Elmwood"
17382,4628,"Griffeen Road, Moy Glas Park"
17383,4623,"Griffeen Avenue, Griffeen Road"
17385,4561,"Foxborough Rd, Foxborough Ave"
17386,4629,"Newlands Rd, Foxborough Rd"
17389,4632,"Ballyowen Rd, Castle Road"
17390,5164,"Ballyowen Rd, Castle Road"
17391,4633,"Ballyowen Rd, Willsbrook"
17443,7140,"Griffeen Avenue, Rosberry Avenue"
17444,7141,"Griffeen Avenue, Griffeen Valley Park"
17445,7138,"Griffeen Avenue, Grange Manor Close"
17447,7231,"Newcastle Rd, Hotel"
17448,7128,"Adamstown, Castlegate Way"
17449,7117,"Castlegate, Adamstown Avenue"
17450,7118,"Adamstown Ave, Castlegate Way"
17451,6289,"Adamstown, Railway Station"
17452,6290,"Adamstown, Railway Station"
17453,7120,"Adamstown Ave, Castlegate Way"
17454,7119,"Castlegate Way, Castlegate Walk"
17455,7127,"Adamstown, Castlegate Way"
17456,7143,"Newcastle Rd, Castlegate Way"
17458,7137,"Griffeen Avenue, Johnsbridge Avenue"
17459,7139,"Griffeen Avenue, Griffeen Glen"
17539,7184,"Lucan Bypass, Esker Lane"
17556,7049,"Lucan Bypass, Adamstown Road"
17575,4953,"UCD, Campus"
17589,782,"Baggot St, Mespil Road"
17594,791,"St. Stephen's Green, Stephens Court"
17595,7585,"Leinster Street South, Clare Street"
17598,318,"Westmoreland Street, O'Connell Bridge"
17706,300,"Eden Quay, Liberty Hall"
17724,4782,"Gracefield Rd, Brookwood Ave"
17725,1782,"Gracefield Road, Brookwood Grove"
17726,1783,"McAuley Road, St. Brendan's School"
17727,1784,"McAuley Road, Gorsefield Court"
17728,1785,"McAuley Park, McAuley Drive"
17729,1786,"Ribh Road, McAuley Park"
17730,624,"Harmonstown Rd, Ribh Road"
17731,625,"Harmonstown Rd, Lein Gardens"
17732,626,"Edenmore Green, Springdale Road"
17733,627,"Edenmore Grove, Edenmore Green"
17734,628,"Edenmore Grove, Edenmore Park"
17735,629,"Edenmore Park, Edenmore Drive"
17736,630,"Springdale Rd, Edenmore Avenue"
17737,4466,"Glenwood Rd, Springdale Road"
17738,633,"Tonlegee Dr, Glenfarne"
17739,634,"Tonlegee Ave, Tonlegee Road"
17741,1788,"Millbrook Rd, Tonlegee Road"
17742,1789,"Millbrook Rd, Clonrosse Drive"
17743,7199,"Blunden Drive, Malahide Road"
17744,1791,"Blunden Drive, GAA Sports Ground"
17745,1792,"Millbrook Rd, Millbrook Ave"
17746,1793,"Millbrook Rd, Tonlegee Road"
17748,635,"Glenwood Rd, Tonlegee Avenue"
17749,636,"Glenwood Rd, Tonlegee Drive"
17750,637,"Springdale Rd, Glenwood Road"
17751,638,"Springdale Rd, Edenmore Avenue"
17752,639,"Edenmore Park, Springdale Road"
17753,640,"Edenmore Grove, Edenmore Park"
17754,641,"Edenmore Grove, Edenmore Green"
17755,642,"Edenmore Green, Edenmore Drive"
17756,643,"Harmonstown Rd, St. Joseph's Hospital"
17757,644,"Harmonstown Rd, Lein Park"
17758,645,"Harmonstown Rd, Ribh Road"
17759,1796,"McAuley Park, McAuley Drive"
17760,1797,"McAuley Drive, McAuley Avenue"
17761,1798,"McAuley Road, Ainninn Drive"
17762,1799,"McAuley Road, Mask Crescent"
17763,1800,"Gracefield Rd, Brookwood Grove"
17764,1801,"Gracefield Rd, Brookwood Ave"
17837,1222,"Ardlea Road, Ardcollum Avenue"
17838,1223,"Ardlea Road, Chanel Avenue"
17839,1224,"Ardlea Road, Maryfield Crescent"
17840,1225,"Ardlea Road, Maryfield Drive"
17841,1226,"Kilmore Rd, Ardmore Drive"
17842,1227,"Kilmore Rd, Castlekevin Road"
17845,254,"Beaumont Hospital, Main Entrance"
17848,1231,"Castletimon Rd, Castletimon Ave"
17849,1232,"Castletimon Rd, Castletimon Drive"
17850,1233,"Ballyshannon Rd, Castletimon Drive"
17851,1234,"Ballyshannon Ave, Castletimon Park"
17852,7358,"Castletimon Rd, Castletimon Park"
17998,1176,"Clonshaugh, Industrial Estate"
17999,1177,"Clonshaugh, Industrial Estate"
18000,1178,"Clonshaugh, Industrial Estate"
18001,1179,"Clonshaugh, Industrial Estate"
18025,1238,"Kilmore Rd, Kilmore Avenue"
18026,1239,"Kilmore Rd, Hazelwood Court"
18027,247,"Ardlea Road, Kilmore Road"
18028,1240,"Ardlea Road, Maryfield Crescent"
18029,1241,"Ardlea Road, Chanel Avenue"
18030,1242,"Ardlea Road, Ardbeg Road"
18223,4952,"UCD, Campus"
18329,649,"All Saints Rd, Howth Road"
18330,650,"All Saints Rd, Sybil Hill Avenue"
18331,651,"All Saints Rd, Wades Avenue"
18332,4472,"Watermill Drive, Driving Centre"
18333,4386,"Watermill Drive, Watermill Avenue"
18334,653,"Raheny, Station Road"
18335,722,"Station Road, Raheny Station"
18336,723,"Raheny Road, Tuscany Downs"
18337,724,"Raheny Road, Grange Woodbine Club"
18338,725,"Raheny Road, Woodbine"
18339,726,"Grange Road, Millbrook Ave"
18340,727,"Grange Road, Ardara Avenue"
18341,728,"Grange Road, Church of Holy Trinity"
18342,729,"Grange Road, Scoil Bride"
18343,730,"Grange Road, Hole in the Wall Road"
18344,5160,"Grange Road, Grange Abbey Crescent"
18345,5155,"Grange Road, Grange Abbey Grove"
18346,4806,"Grange Road, Grange Abbey Drive"
18347,5156,"Grange Road, Baldoyle Ind Est"
18348,7552,"Grange Road, Grange Park"
18349,924,"Grange Road, Baldoyle School"
18350,925,"Willie Nolan Rd, Admiral Court"
18351,927,"Willie Nolan Rd, Baldoyle Road"
18353,950,"Baldoyle Vlg, Willie Nolan Road"
18354,915,"Willie Nolan Rd, George's Street"
18355,916,"Willie Nolan Rd, Georgian Hamlets"
18356,917,"Willie Nolan Rd, Admiral Court"
18357,918,"Grange Road, Baldoyle Youth Club"
18358,919,"Grange Road, Church"
18359,7551,"Grange Road, Abbey Park"
18360,4800,"Grange Road, Baldoyle Industrial Est."
18361,5157,"Grange Road, Railway Bridge"
18362,5154,"Grange Road, Grange Abbey Drive"
18363,4804,"Grange Road, Donaghmede Roundabout"
18364,738,"Grange Road, Grangemore Road"
18365,739,"Grange Road, Shopping Centre"
18366,740,"Grange Road, Donaghies"
18367,741,"Grange Road, Millbrook Ave"
18368,742,"Raheny Road, De La Salle School"
18369,743,"Raheny Road, Woodbine Park"
18370,744,"Raheny Road, Belmont Park"
18371,745,"Station Road, Raheny Station"
18373,654,"Watermill Rd, Watermill Drive"
18374,655,"Watermill Drive, Watermill Road"
18375,656,"Watermill Drive, St. Anne's Avenue"
18376,657,"All Saints Park, All Saints Road"
18377,658,"All Saints Rd, Waterfall Road"
18378,659,"All Saints Rd, Sybil Hill Avenue"
18398,291,"Abbey St, National Lottery"
18450,707,"Thormanby Road, Howth Summit"
18451,708,"Thormanby Road, Baily"
18452,731,"Thormanby Road, Brackenhill House"
18453,710,"Carrickbrack Rd, Stella Maris Convent"
18454,711,"Carrickbrack Rd, Old Carrickbrack"
18455,712,"Carrickbrack Rd, Old Carrickbrack Road"
18456,713,"Carrickbrack Rd, Ceanchor Road"
18457,714,"Carrickbrack Rd, Ceanchor Road"
18458,715,"Carrickbrack Rd, Ceanchor Road"
18459,716,"Carrickbrack Rd, Shielmartin Road"
18460,717,"Carrickbrack Rd, Golf Club"
18461,718,"Carrickbrack Rd, St. Fintan's Cemetery"
18462,719,"Carrickbrack Rd, St. Fintan's School"
18463,720,"Carrickbrack Rd, Duncarraig"
18464,680,"Strand Road, Carrickbrack Road"
18465,681,"Strand Road, The Moorings"
18466,682,"Strand Road, La Vista Avenue"
18467,683,"St. Fintans Road, St. Fintans House"
18468,684,"St. Fintans Road, St. Fintans Park"
18469,685,"St. Fintans Road, Sutton Park School"
18470,686,"Sheilmartin Rd, Sutton Castle"
18472,688,"Strand Road, Martello Terrace"
18473,689,"Strand Road, Slieverue Lodge"
18474,690,"Strand Road, St. Fintan's Road"
18475,5062,"Strand Road, La Vista Road"
18476,691,"Strand Road, The Moorings"
18477,692,"Strand Road, Carrickbrack Road"
18478,695,"Carrickbrack Rd, Offington Park"
18479,696,"Carrickbrack Rd, Old Castle Avenue"
18480,697,"Carrickbrack Rd, Howth Cemetery"
18481,698,"Carrickbrack Rd, Howth Golf Club"
18482,699,"Carrickbrack Rd, Dun An Oir House"
18483,700,"Carrickbrack Rd, Sheerwater"
18484,701,"Carrickbrack Rd, Sheilmartin Cottage"
18485,702,"Carrickbrack Rd, Cantor Road"
18486,703,"Carrickbrack Rd, Davos House"
18487,704,"Carrickbrack Rd, Stella Maris Convent"
18488,705,"Thormanby Road, Lighthouse"
18489,706,"Thormanby Road, Lighthouse"
18581,677,"Greenfield Rd, Sutton Cross"
18582,678,"Greenfield Rd, Church Road"
18583,679,"Greenfield Rd, Santa Sabina School"
18597,694,"Greenfield Rd, Strand Road"
18625,721,"Carrickbrack Road, Strand Road"
18626,693,"Greenfield Rd, St. Fintan's Church"
18838,790,"St. Stephen's Green, Dawson Street"
18864,6087,"Coast Road, Biscayne"
18866,3621,"Coast Road, Martello Tower"
19127,3719,"Hearse Road, Newbridge House"
19128,3718,"Hearse Road, Newbridge House"
19129,3720,"Donabate, Railway Station"
19130,3721,"Donabate, Corballis Cross"
19131,3722,"Portrane Rd, Community Centre"
19132,5069,"Donabate, Carrs Mill"
19133,3723,"Donabate, National School"
19134,3724,"Portrane Rd, Martin's Lane"
19135,3725,"Portrane Rd, Middlefield Lane"
19136,3726,"Portrane Rd, Portane Avenue"
19137,7039,"Portrane, Burrow Road"
19138,7204,"Portrane, Seaview"
19139,3728,"Burrow Rd, Healys lane"
19140,3729,"Burrow Rd, Dockrells"
19141,3730,"Burrow Rd, Beach Lane"
19142,3732,"Burrow Rd, Smarts Lane"
19156,3733,"Burrow Rd, Burrow"
19157,3734,"Burrow Rd, The Castle"
19158,3735,"Burrow Rd, Seaview Park"
19159,3736,"Portrane, Burrow Road"
19161,3739,"Portrane, Hospital"
19162,3738,"Portrane Rd, Portane Avenue"
19163,7170,"Portrane Rd, Middlefield Lane"
19164,3740,"Portrane, Rahillion"
19165,3741,"Donabate, National School"
19166,5165,"Donabate, Willowbrook"
19167,7169,"Portrane Rd, Community Centre"
19168,3743,"Donabate, Corballis Cross"
19169,3780,"Chapel Vw Rd, Turvey Avenue"
19170,3744,"Turvey Avenue, Donabate Station"
19171,3745,"Hearse Road, Newbridge House"
19172,3746,"Hearse Road, Newbridge House"
19264,333,"D'Olier Street, O'Connell Bridge"
19433,3858,"Lusk Road, Bridetree"
19854,767,"UCD, Campus"
19913,6107,"New Ongar Road, Charnwood"
19914,6108,"New Ongar Road, Castlefield Court"
19915,6109,"New Ongar Road, Mount Symon"
19916,6110,"New Ongar Road, Allendale Square"
20007,6111,"New Ongar Road, Allendale Square"
20008,6112,"New Ongar Road, Mount Symon Close"
20009,6113,"New Ongar Road, Lohunda Park"
20190,7475,"Blanchardstown Rd, Blanchardstown Retail Park"
20244,4548,"Finglas Place, Main Street"
20261,1553,"The Ward Road, Newtown Cottages"
20262,7023,"St. Margaret's Est, Church"
20263,7014,"Kilreesk, St. Margaret's Rd"
20264,4315,"River Meade, Owens Bridge"
20265,4316,"River Meade, River Meade Avenue"
20289,4317,"River Meade, River Meade Park"
20290,7013,"Kilreesk, St. Margaret's Rd"
20291,6162,"St. Margaret's Est, St. Margaret's"
20292,7022,"St. Margaret's Est, St. Margaret's School"
20293,1554,"St. Margaret's Road, Newtown"
20327,6071,"Parnell Street, Marlborough St"
20346,1514,"Finglas Village, Seamus Ennis Rd"
20481,1582,"Cappagh Road, Cappagh Hospital"
20549,7560,"Ratoath Road, Hollystown Roundabout"
20598,4921,"Oatlands, Glen Ellan Walk"
20599,4922,"Glen Ellan Road, Sandford Wood"
20600,4923,"Glen Ellan Road, Glen Ellan Park"
20601,4924,"Glen Ellen Est, Swords Business Park"
20602,4958,"Balheary Road, Training Centre"
20687,7133,"Rathbeale Road, Cianlea"
20688,7134,"Rathbeale Road, Rathbeale Cottages"
20689,3867,"Rathbeale Cottages, Mataranka"
20690,7135,"Rathbeale Road, Lispopple"
20691,7136,"Rolestown, Rolestown Cottages"
20692,3874,"Rolestown, Cemetery"
20742,7144,"Rolestown, Rolestown Cottages"
20743,3881,"Rathbeale Cottages, Balcartle"
20744,5096,"Rathbeale Road, Balcartie Road"
20745,7145,"Rathbeale Road, Rathbeale Cottages"
20820,5030,"Boroimhe Estate, Maples"
20821,5031,"Boroimhe Cherry, Boroimhe"
20836,4916,"New Road, Training Centre"
20837,4917,"New Road, St. Colmcille GAA"
20838,4918,"Glen Ellan Road, Glen Ellan Park"
20839,4919,"New Road, Applewood Avenue"
20840,4920,"New Road, Glen Ellan Pine"
20871,5029,"Boroimhe Estate, Birches"
20872,5028,"Boroimhe Estate, Maples"
21034,7654,"Knocksedan, Knocksedan Drive"
21142,7115,"Airside, Dublin Road"
21145,7544,"Amiens Street, Virtual stop 41X"
21204,7114,"Seatown Rd, Seatown Villas"
21205,7116,"Swords Bypass, Footbridge"
21376,3495,"Woodside Rd, Blackglen Road"
21377,3496,"Woodside Rd, Blackglen Road"
21378,3497,"Woodside Rd, Slate Cabin Lane"
21379,3498,"Woodside Rd, Rockfield"
21380,3499,"Barnaculla, Granite Field"
21381,3500,"Barnaculla, Furry Hill"
21382,3501,"Ballyedmonduff Rd, Quarry"
21383,3502,"Ballyedmonduff Rd, Ballyedmonduff"
21384,3503,"Ballyedmonduff Rd, Brackloon House"
21385,3504,"Ballyedmonduff Rd, Water Works"
21386,3505,"Ballyedmonduff Rd, Taylor's Folly"
21387,3506,"Ballyedmonduff Rd, Ballyedmonduff House"
21388,3507,"Ballyedmonduff Rd, Pinefield House"
21389,3508,"Ballybrack Rd, Johnnie Fox's"
21390,3510,"Furry Lane, Ballybrack Road"
21391,3512,"Ballybrack Rd, Walsh's Lane"
21392,3514,"Ballybrack Rd, Hill View"
21394,3515,"Ballybrack Rd, Fiery Lane"
21395,3516,"Ballybrack Rd, Granite Cottages"
21396,3517,"Ballyedmonduff Rd, Johnnie Fox's Pub"
21397,3518,"Ballyedmonduff Rd, Arianna"
21398,3519,"Ballyedmonduff Rd, Pinefield House"
21399,3521,"Ballyedmonduff Rd, Brook Meadow"
21400,3523,"Ballyedmonduff Rd, Brackloon House"
21401,3524,"Ballyedmonduff Rd, Ballyedmonduff"
21402,3525,"Ballyedmonduff Rd, Quarry"
21403,3527,"Barnaculla, Fern Hill"
21404,3528,"Barnaculla, Granite Field"
21405,3529,"Woodside Cottages, Slate Cabin Lane"
21427,3241,"Sallynoggin Road, Pearse Street"
21428,3242,"Sallynoggin Road, Jellystone Park Nursery"
21439,3534,"Wyattville Road, Churchview Rd"
21461,4169,"Bray, Railway Station"
21467,4147,"Wolfe Tone Square, Boghall Road"
21468,5167,"Woodview Drive, Boghall Drive"
21469,4139,"Boghall Road, Woodbrook Lawn"
21470,4140,"Boghall Road, Oldcourt Park"
21471,7522,"Boghall Road, Oldcourt"
21505,3546,"Shanganagh Road, Rathsallagh"
21506,3551,"Shanganagh Cliffs, Shanganagh Road"
21507,3547,"Shanganagh Cliffs, Northern end"
21508,3548,"Shanganagh Cliffs, Lay-By"
21585,4137,"Boghall Road, Vevay Road"
21586,4138,"Woodside Rd, Boghall Road"
21594,4533,"Kilmacanogue, Rock Valley"
21595,4844,"Kilmacanogue, Glencormick Road"
21598,4142,"Boghall Road, Oldcourt"
21599,4143,"Boghall Road, Oldcourt Park"
21600,4144,"Boghall Road, Woodbrook Lawn"
21601,5088,"Woodview Drive, Boghall Road"
21602,5089,"Wolfe Tone Square, Boghall Road"
21603,4176,"O'Byrne Road, Vevay Road"
21623,3545,"Shanganagh Road, St. Anne's Church"
21630,3560,"Church Road, Moorfield"
21631,7323,"Church Road, Wyattville Road"
21632,3561,"Wyattville Road, Scoil Eoin School"
21644,3248,"Sallynoggin Road, Rochestown Ave"
21645,3343,"Sallynoggin Road, Sallynoggin Park"
21727,4145,"Boghall Road, Cherry Tree Drive"
21728,4146,"Boghall Road, Vevay Road"
21782,807,"Infirmary Rd, Phoenix Pk Gate"
21783,808,"North Circular Road, O'Devaney Gardens"
21784,809,"North Circular Road, Marlborough Road"
21785,810,"North Circular Road, Ellesmere Avenue"
21786,811,"North Circular Road, Annamoe Terrace"
21787,812,"North Circular Road, Grangegorman"
21788,813,"North Circular Road, Charleville Road"
21789,814,"North Circular Road, Cabra Road"
21790,81,"North Circular Road, Phibsborough Road"
22108,797,"North Circular Road, Post Office"
22109,798,"North Circular Road, Rathdown Road"
22110,799,"North Circular Road, Charleville Road"
22111,800,"North Circular Road, Grangegorman"
22112,801,"North Circular Road, Prussia Street"
22114,803,"North Circular Road, Oxmanstown Rd"
22115,804,"North Circular Road, O'Devaney Gardens"
22116,805,"O'Devaney Gardens, Military Hospital"
22117,806,"Montpelier Gardens, Infirmary Road"
22333,4353,"Newtownpark Ave, Rockville Drive"
22334,4355,"Newtownpark Ave, Church"
22335,4354,"Newtownpark Ave, Marian Park"
22414,3376,"Nangor Road, Fonthill Road"
22415,3377,"Cherrywood Villas, Cherrywood Drive"
22429,6013,"New Nangor Road, Roundabout"
22430,6247,"Fonthill Rd, Dunawley Avenue"
22458,7433,"Dunawley Ave, Dunawley Grove"
22520,2395,"Fortfield Rd, Kimmage Road West"
22521,2396,"Fortfield Rd, Wainsfort"
22522,2397,"Fortfield Rd, College Drive"
22523,2398,"Fortfield Rd, Fortfield"
22524,2399,"Fortfield Park, Fortfield Road"
22525,2400,"Fortfield Park, Fortfield Drive"
22526,2401,"Templeville Rd, Templeville Ave"
22527,2402,"Templeville Rd, Templeogue College"
22528,2403,"Templeville Rd, Glendown Road"
22545,2558,"Killinarden, Knockmore"
22546,6170,"Kiltipper Wy, Cushlawn"
22547,5023,"Kiltipper Wy, Cushlawn Avenue"
22548,5024,"Kiltipper Wy, Marlfield Drive"
22549,5161,"Kiltipper Wy, Marlfield"
22550,5162,"Kiltipper Wy, Cushlawn Avenue"
22551,2571,"Killinarden, Whitestown"
22568,2404,"Templeville Rd, Grosvenor Court"
22569,2405,"Templeville Rd, Templeogue College"
22570,2406,"Fortfield Park, Templeville Road"
22571,2408,"Fortfield Rd, Fortfield Park"
22572,2409,"Fortfield Rd, Fortfield"
22573,2410,"Fortfield Rd, College Drive"
22574,2411,"Fortfield Rd, Wainsfort Park"
22575,2412,"Fortfield Rd, Lavarna"
22620,2728,"Walkinstown Ave, Walkinstown Park"
22621,2729,"Walkinstown Ave, Walkinstown Park"
22622,2730,"Walkinstown Ave, Roundabout"
22623,6083,"Ballymount Rd, Roundabout"
22624,2733,"Ballymount Rd, Smurfitt"
22625,2734,"Ballymount Rd, Ballymount Drive"
22626,5169,"Ballymount Rd, Ballymount Avenue"
22627,2735,"Ballymount Rd, Industrial Estate"
22628,2736,"Ballymount Rd, Industrial Estate"
22629,2725,"Ballymount Rd, Westgate Business Park"
22630,2737,"Sylvan Drive, Kingswood Avenue"
22631,2738,"Sylvan Drive, Community Centre"
22632,2739,"Ballymount Rd, St. Killian's School"
22633,7177,"Ballymount Rd, Tynan Hall Park"
22634,2740,"Ballymount Rd, Belgard Road"
22635,2741,"Cookstown Rd, Belgard Road"
22636,2742,"Cookstown Rd, Belgard Heights"
22637,2743,"Cookstown Rd, Ard Mhuire School"
22638,2745,"Cookstown Rd, Belgard Green"
22639,2746,"Cookstown Rd, St. Mark's School"
22640,2747,"Cookstown Rd, St. Mark's GAA Club"
22641,2748,"Cookstown Rd, Maplewood Road"
22647,4340,"Tallaght, The Square"
22648,4344,"Tallaght, The Square"
22653,2750,"Cookstown Rd, Maplewood Road"
22654,2751,"Cookstown Rd, St. Mark's GAA Club"
22655,2752,"Cookstown Rd, St. Mark's School"
22656,2754,"Cookstown Rd, Roadstone Retail"
22657,2755,"Cookstown Rd, Belgard Heights"
22658,2756,"Cookstown Rd, Belgard Inn"
22659,2764,"Ballymount Rd, Belgard Road"
22660,7178,"Ballymount Rd, Tynan Hall Avenue"
22661,2765,"Sylvan Drive, Community Centre"
22662,2766,"Ballymount Rd, Kingswood Avenue"
22663,2767,"Ballymount Rd, Westgate Business Park"
22664,2772,"Ballymount Rd, Industrial Estate"
22665,2768,"Ballymount Rd, Industrial Estate"
22666,2769,"Ballymount Rd, Ballymount Avenue"
22667,2770,"Ballymount Rd, Ballymount Drive"
22668,2771,"Ballymount Rd, Smurfitt"
22669,2773,"Ballymount Rd, Ballymount Square"
22670,2774,"Walkinstown Ave, Roundabout"
22671,2777,"Walkinstown Ave, Walkinstown Park"
22672,2775,"Walkinstown Ave, Long Mile Road"
22733,3006,"Ballycullen Rd, Ballycullen Drive"
22734,4871,"Killininny Rd, Wood Dale Green"
22735,4872,"Killininny Rd, Parklands"
22736,4873,"Killininny Rd, Old Court Farm"
22737,4874,"Killininny Rd, Allenton Road"
22742,7331,"Whitestown Way, Enterprise Centre"
22743,2559,"Killinarden, Health Centre"
22744,2560,"Killinarden, Cushlawn Park"
22745,2561,"Killinarden, Donomore Crescent"
22746,2562,"Killinarden, Donomore Avenue"
22747,2564,"Killinarden, Killinarden Heights"
22748,4927,"Killinarden, Hazelgrove"
22749,4928,"Killinarden, Community School"
22753,2575,"Citywest Rd, Westbrook Lawns"
22754,4929,"Citywest Rd, Saggart Abbey"
22755,7460,"Citywest Rd, Shopping Centre"
22756,4930,"Citywest Rd, Garter Avenue"
22757,4931,"Citywest Rd, Orchard Avenue"
22758,7459,"Citywest Rd, Bianconi Avenue"
22759,4713,"Citywest Rd, Bianconi Avenue"
22760,4714,"Citywest Rd, Castle House"
22761,4960,"Citywest Rd, Corrigmore"
22762,4932,"Citywest Rd, Magna Drive"
22763,4933,"Citywest Rd, Belfry"
22768,2566,"Killinarden, Community School"
22769,2567,"Killinarden, Hazelgrove"
22770,2568,"Killinarden, Killinarden Heights"
22771,2569,"Killinarden, Donomore Avenue"
22772,7550,"Killinarden, Cushlawn Park"
22773,2570,"Killinarden, Health Centre"
22774,7222,"Whitestown Way, Killinarden Heights"
22780,4882,"Killininny Rd, Old Court Road"
22781,4883,"Killininny Rd, Old Court Farm"
22782,4884,"Killininny Rd, Parklands Avenue"
22783,4885,"Killininny Rd, Wood Dale Green"
22862,3993,"Captain's Hill, Newtown Park"
22863,3994,"Captain's Hill, River Forest"
22865,3995,"Captain's Hill, River Forest"
22866,3996,"Captain's Hill, Newtown Park"
22867,3997,"Captain's Hill, Riverdale"
22956,7234,"Scoil Ui Dhalaigh, Leixlip"
22957,4002,"Celbridge Rd, Highfield Park"
22958,5112,"Celbridge Rd, Leixlip Park"
22959,4003,"Celbridge Rd, Alensgrove"
22961,4404,"Celbridge Rd, Castletown"
22962,4405,"Castletown, Highfield Park"
23031,1447,"Victoria Quay, Guinness Store"
23041,7050,"Lucan Bypass, Newcastle Road"
23042,7185,"Lucan Bypass, Footbridge"
23052,6156,"Green Lane, Leixlip GAA Club"
23053,6165,"Green Lane, Castletown"
23054,6157,"Easton Road, Accommodation Road"
