ID,LOCATION_TEXT,ADDRESS,STATUS,NAME,ROUTE_DIRECTION,SEQUENCE,IS_STAGE_POINT,STAGE_NUMBER,JOURNEY_PATTERN_ID,RTPI_DESTINATION,RTPI_ORGIN,RTPI_VIA,SEQUENCE_NUMBER,FARE
4178,Glenthorn,Killarney Rd,ACTIVE,145,I,30,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,4,0
4179,Cloverhill,Kilbride Lane,ACTIVE,145,I,40,Y,38,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,5,
2993,Ardmore Wood,Herbert Road,ACTIVE,145,I,50,Y,39,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,6,
2994,Killarney Pk,Killarney Lane,ACTIVE,145,I,60,Y,40,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,7,0
4180,Killarney Lane,Killarney Rd,ACTIVE,145,I,70,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,8,0
4181,Glenlucan,Killarney Rd,ACTIVE,145,I,80,Y,41,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,9,0
4182,Market House,Killarney Rd,ACTIVE,145,I,90,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,10,
4151,Bray Town Hall,Main Street Bray,ACTIVE,145,I,100,Y,42,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,11,0
2997,Florence Road,Main Street Bray,ACTIVE,145,I,110,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,12,0
4153,Quinsborough Road,Main Street Bray,ACTIVE,145,I,120,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,13,
4154,Park Road,Bray Castle St,ACTIVE,145,I,130,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,14,0
4416,Roseville Court,Dublin Rd Bray,ACTIVE,145,I,140,Y,43,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,15,0
4201,Garden Centre,Bray Road,ACTIVE,145,I,150,Y,44,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,16,0
4202,Woodbrook College,Bray Road,ACTIVE,145,I,160,Y,45,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,17,0
4203,Crinken Church,Bray Road,ACTIVE,145,I,170,Y,46,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,18,
5090,Shanganagh Cemetery,Bray Road,ACTIVE,145,I,180,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,19,0
4204,Shanganagh Castle,Bray Road,ACTIVE,145,I,190,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,20,0
4205,Crinken Lodge,Bray Road,ACTIVE,145,I,200,Y,47,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,21,0
4206,Claremont,Bray Road,ACTIVE,145,I,210,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,22,0
3140,Quinn's Road,Dublin Rd,ACTIVE,145,I,220,Y,48,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,23,0
3141,St. Anne's Church,Shankill,ACTIVE,145,I,230,Y,49,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,24,0
3142,Kentfield,Dublin Rd,ACTIVE,145,I,240,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,25,0
3143,Loughlinstown Hospital,Bray Road,ACTIVE,145,I,250,Y,50,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,26,0
3144,Cherrywood Road,Bray Road,ACTIVE,145,I,260,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,27,0
3145,Cherrywood,Bray Road,ACTIVE,145,I,270,Y,51,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,28,0
3146,Garrison Mews,Bray Road,ACTIVE,145,I,280,Y,52,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,29,0
3147,Kilbogget Park,Bray Road,ACTIVE,145,I,290,Y,53,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,30,0
3148,Shrewsbury House,Bray Road,ACTIVE,145,I,300,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,31,0
5127,Cabinteely Bypass,Bray Road,ACTIVE,145,I,310,Y,54,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,32,0
5128,Clonkeen Road,Bray Road,ACTIVE,145,I,320,Y,55,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,33,0
2996,Old Bray Road,Bray Road,ACTIVE,145,I,330,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,34,
3258,Westminister Road,Bray Road,ACTIVE,145,I,340,Y,56,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,35,
2060,Springfield Park,Stillorgan Road,ACTIVE,145,I,350,Y,57,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,36,0
2061,Knocksinna,Stillorgan Road,ACTIVE,145,I,360,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,37,0
2062,Rocwood,Stillorgan Road,ACTIVE,145,I,370,Y,58,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,38,0
2063,Galloping Green,Stillorgan Road,ACTIVE,145,I,380,Y,59,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,39,0
2064,Brewery Road,Stillorgan Road,ACTIVE,145,I,390,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,40,0
2065,Merville Road,Stillorgan Road,ACTIVE,145,I,400,Y,60,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,41,0
4727,Laurence Park,Stillorgan Road,ACTIVE,145,I,410,Y,61,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,42,0
4728,Oatlands College,Stillorgan Road,ACTIVE,145,I,420,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,43,
461,Trees Road,Stillorgan Road,ACTIVE,145,I,430,Y,62,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,44,0
2068,Sycamore Crescent,Stillorgan Road,ACTIVE,145,I,440,Y,63,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,45,0
2069,Booterstown Ave,Stillorgan Road,ACTIVE,145,I,450,Y,64,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,46,
2070,Fosters Avenue,Stillorgan Road,ACTIVE,145,I,460,Y,65,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,47,0
2084,Seafield Road,Stillorgan Road,ACTIVE,145,I,470,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,48,0
768,UCD,Stillorgan Road,ACTIVE,145,I,480,Y,66,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,49,0
769,Belfield Court,Stillorgan Road,ACTIVE,145,I,490,Y,67,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,50,0
770,RTE,Stillorgan Road,ACTIVE,145,I,500,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,51,0
771,Teresian School,Stillorgan Road,ACTIVE,145,I,510,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,52,
772,Bus Garage,Stillorgan Road,ACTIVE,145,I,520,Y,68,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,53,0
773,Eglington Road,Donnybrook Rd,ACTIVE,145,I,530,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,54,0
774,Garda Station,Donnybrook,ACTIVE,145,I,540,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,55,0
775,Mount Eden Road,Morehampton Road,ACTIVE,145,I,550,Y,69,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,56,0
776,Morehampton Terrace,Morehampton Road,ACTIVE,145,I,560,Y,70,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,57,0
777,Royal Hospital,Morehampton Road,ACTIVE,145,I,570,Y,71,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,58,0
906,Appian Way,Leeson Street,ACTIVE,145,I,580,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,59,0
907,St. John's Ambulance,Leeson Street,ACTIVE,145,I,590,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,60,0
908,Grand Parade,Leeson Street,ACTIVE,145,I,600,Y,72,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,61,0
909,Adelaide Road,Leeson Street,ACTIVE,145,I,610,Y,73,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,62,0
786,Earlsfort Terrace,Leeson Street,ACTIVE,145,I,620,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,63,0
792,Duke Street,Dawson Street,ACTIVE,145,I,640,Y,74,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,64,
7586,Clare Street,Leinster Street South,ACTIVE,145,I,645,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,66,
7587,Shaw Street,Pearse Street,ACTIVE,145,I,650,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,67,
7588,Tara Street,Pearse Street,ACTIVE,145,I,655,N,,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,68,0
325,Westmoreland Street,Aston Quay,ACTIVE,145,I,660,Y,75,01451010,Aston Quay,"Southern Cross, Ballywaltrim",Donnybrook,69,
3143,Loughlinstown Hospital,Bray Road,ACTIVE,145,I,250,Y,50,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,0,0
3144,Cherrywood Road,Bray Road,ACTIVE,145,I,260,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,1,0
3145,Cherrywood,Bray Road,ACTIVE,145,I,270,Y,51,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,2,0
3146,Garrison Mews,Bray Road,ACTIVE,145,I,280,Y,52,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,3,0
3147,Kilbogget Park,Bray Road,ACTIVE,145,I,290,Y,53,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,4,0
3148,Shrewsbury House,Bray Road,ACTIVE,145,I,300,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,5,0
5127,Cabinteely Bypass,Bray Road,ACTIVE,145,I,310,Y,54,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,6,0
5128,Clonkeen Road,Bray Road,ACTIVE,145,I,320,Y,55,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,7,0
2996,Old Bray Road,Bray Road,ACTIVE,145,I,330,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,8,
3258,Westminister Road,Bray Road,ACTIVE,145,I,340,Y,56,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,9,
2060,Springfield Park,Stillorgan Road,ACTIVE,145,I,350,Y,57,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,10,0
2061,Knocksinna,Stillorgan Road,ACTIVE,145,I,360,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,11,0
2062,Rocwood,Stillorgan Road,ACTIVE,145,I,370,Y,58,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,12,0
2063,Galloping Green,Stillorgan Road,ACTIVE,145,I,380,Y,59,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,13,0
2064,Brewery Road,Stillorgan Road,ACTIVE,145,I,390,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,14,0
2065,Merville Road,Stillorgan Road,ACTIVE,145,I,400,Y,60,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,15,0
4727,Laurence Park,Stillorgan Road,ACTIVE,145,I,410,Y,61,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,16,0
4728,Oatlands College,Stillorgan Road,ACTIVE,145,I,420,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,17,
461,Trees Road,Stillorgan Road,ACTIVE,145,I,430,Y,62,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,18,0
2068,Sycamore Crescent,Stillorgan Road,ACTIVE,145,I,440,Y,63,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,19,0
2069,Booterstown Ave,Stillorgan Road,ACTIVE,145,I,450,Y,64,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,20,
2070,Fosters Avenue,Stillorgan Road,ACTIVE,145,I,460,Y,65,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,21,0
2084,Seafield Road,Stillorgan Road,ACTIVE,145,I,470,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,22,0
768,UCD,Stillorgan Road,ACTIVE,145,I,480,Y,66,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,23,0
769,Belfield Court,Stillorgan Road,ACTIVE,145,I,490,Y,67,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,24,0
770,RTE,Stillorgan Road,ACTIVE,145,I,500,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,25,0
771,Teresian School,Stillorgan Road,ACTIVE,145,I,510,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,26,
772,Bus Garage,Stillorgan Road,ACTIVE,145,I,520,Y,68,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,27,0
773,Eglington Road,Donnybrook Rd,ACTIVE,145,I,530,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,28,0
774,Garda Station,Donnybrook,ACTIVE,145,I,540,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,29,0
775,Mount Eden Road,Morehampton Road,ACTIVE,145,I,550,Y,69,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,30,0
776,Morehampton Terrace,Morehampton Road,ACTIVE,145,I,560,Y,70,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,31,0
777,Royal Hospital,Morehampton Road,ACTIVE,145,I,570,Y,71,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,32,0
906,Appian Way,Leeson Street,ACTIVE,145,I,580,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,33,0
907,St. John's Ambulance,Leeson Street,ACTIVE,145,I,590,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,34,0
908,Grand Parade,Leeson Street,ACTIVE,145,I,600,Y,72,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,35,0
909,Adelaide Road,Leeson Street,ACTIVE,145,I,610,Y,73,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,36,0
786,Earlsfort Terrace,Leeson Street,ACTIVE,145,I,620,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,37,0
792,Duke Street,Dawson Street,ACTIVE,145,I,640,Y,74,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,38,
7586,Clare Street,Leinster Street South,ACTIVE,145,I,645,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,40,
7587,Shaw Street,Pearse Street,ACTIVE,145,I,650,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,41,
7588,Tara Street,Pearse Street,ACTIVE,145,I,655,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,42,0
325,Westmoreland Street,Aston Quay,ACTIVE,145,I,660,Y,75,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,43,
1443,Exchange Street,Essex Quay,ACTIVE,145,I,670,Y,76,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,44,
1444,Winetavern Street,Merchant's Quay,ACTIVE,145,I,680,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,45,
1445,Usher Street,Ushers Quay,ACTIVE,145,I,690,Y,77,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,46,0
4407,Guinness Store,Victoria Quay,ACTIVE,145,I,700,N,,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,47,0
4320,Front of Station,Heuston Station,ACTIVE,145,I,710,Y,78,01451011,Heuston Station,Loughlinstown Hospital,Donnybrook,48,0
4495,Townsend Street,Hawkins Street,ACTIVE,150,O,10,Y,25,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,0,0
1279,Trinity Street,College Green,ACTIVE,150,O,20,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,1,
1934,South George's Street,Dame Street,ACTIVE,150,O,30,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,2,
2310,Little Ship Street,Werburgh Street,ACTIVE,150,O,40,Y,26,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,4,
2311,Garda Station,Kevin Street,ACTIVE,150,O,50,Y,27,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,5,0
5025,Brabazon Street,The Coombe,ACTIVE,150,O,60,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,6,0
4854,Cork Street,Ardee St,ACTIVE,150,O,70,Y,28,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,7,0
1438,Clarence Mangan Road,St. Thomas Road,ACTIVE,150,O,80,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,8,0
4855,Thomas Road,O'Donovan Rd,ACTIVE,150,O,90,Y,29,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,9,0
1439,Credit Union,Rutledge Terrace,ACTIVE,150,O,100,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,10,0
1440,South Circular Road,Donore Ave,ACTIVE,150,O,110,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,11,0
1386,Parnell Road,Clogher Road,ACTIVE,150,O,120,Y,30,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,12,0
1387,Aughavanagh Road,Clogher Road,ACTIVE,150,O,130,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,13,0
1388,Goldstone Court,Clogher Road,ACTIVE,150,O,140,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,14,0
1389,St. Bernadette's Church,Clogher Road,ACTIVE,150,O,150,Y,31,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,15,0
3355,Sundrive Road,Clogher Road,ACTIVE,150,O,160,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,16,0
3356,Bangor Road,Clogher Road,ACTIVE,150,O,170,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,17,0
1441,Bangor Road,Kildare Road,ACTIVE,150,O,180,Y,32,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,18,0
1442,Clonard Road,Kildare Road,ACTIVE,150,O,190,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,19,0
7414,Windmill Rd,Kildare Road,ACTIVE,150,O,200,Y,33,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,20,0
1396,Pearse Park,Kildare Road,ACTIVE,150,O,210,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,21,0
2317,Crumlin Bowling Club,St. Mary's Road,ACTIVE,150,O,220,Y,34,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,22,
2318,Somerville Avenue,St. Agnes Road,ACTIVE,150,O,230,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,23,
2319,Garda Station,St. Agnes Road,ACTIVE,150,O,240,Y,35,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,24,0
2320,Kimmage Road,Whitehall Rd West,ACTIVE,150,O,250,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,25,
2321,Crumlin Crossroads,Whitehall Rd West,ACTIVE,150,O,260,Y,36,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,26,
2322,Muckross Avenue,Whitehall Rd West,ACTIVE,150,O,270,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,27,
6163,Greentrees Park,Whitehall Rd,ACTIVE,150,O,280,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,28,
1095,Templeville Road,Wellington Road,ACTIVE,150,O,290,Y,37,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,29,0
1096,Wellington Park,Wellington Road,ACTIVE,150,O,300,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,30,0
1097,Wellington Cottages,Wellington Road,ACTIVE,150,O,310,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,31,0
1099,Osprey Road,Wellington Road,ACTIVE,150,O,320,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,32,0
6132,Rossmore Road,Wellington Road,ACTIVE,150,O,330,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,33,
4861,Rossmore Avenue,Rossmore Road,ACTIVE,150,O,340,N,,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,34,
4862,Rossmore Road,Orwell Road,ACTIVE,150,O,350,Y,38,01500002,Rossmore,Hawkins Street Stop 4495,Crumlin,35,
4863,Church,Rossmore Road,ACTIVE,150,I,10,Y,62,01501003,Hawkins Street,Rossmore,Crumlin,0,0
4864,Rossmore Lawn,Rossmore Road,ACTIVE,150,I,20,N,,01501003,Hawkins Street,Rossmore,Crumlin,1,
4865,Rossmore Drive,Rossmore Road,ACTIVE,150,I,30,N,,01501003,Hawkins Street,Rossmore,Crumlin,2,0
4577,Rossmore Road,Wellington Lane,ACTIVE,150,I,40,N,,01501003,Hawkins Street,Rossmore,Crumlin,3,0
4578,St. Jude's GAA Club,Wellington Lane,ACTIVE,150,I,50,N,,01501003,Hawkins Street,Rossmore,Crumlin,4,
1100,Osprey Road,Wellington Road,ACTIVE,150,I,60,N,,01501003,Hawkins Street,Rossmore,Crumlin,5,0
100,Wellington Cottages,Wellington Road,ACTIVE,150,I,70,N,,01501003,Hawkins Street,Rossmore,Crumlin,6,0
1111,Limekiln Drive,Wellington Road,ACTIVE,150,I,80,Y,63,01501003,Hawkins Street,Rossmore,Crumlin,7,0
2323,Whitehall Rd West,Millgate Drive,ACTIVE,150,I,90,N,,01501003,Hawkins Street,Rossmore,Crumlin,8,0
2324,Greentrees Park,Whitehall Rd West,ACTIVE,150,I,100,N,,01501003,Hawkins Street,Rossmore,Crumlin,9,0
2325,Limekiln Lane,Whitehall Rd,ACTIVE,150,I,110,Y,64,01501003,Hawkins Street,Rossmore,Crumlin,10,0
2326,Quarry Drive,Whitehall Rd,ACTIVE,150,I,120,N,,01501003,Hawkins Street,Rossmore,Crumlin,11,0
5150,Ashleaf Hall,Whitehall Rd West,ACTIVE,150,I,130,N,,01501003,Hawkins Street,Rossmore,Crumlin,12,0
2327,Cromwellsfort Road,St. Agnes Road,ACTIVE,150,I,140,N,,01501003,Hawkins Street,Rossmore,Crumlin,13,0
2328,St. Agnes Church,St. Agnes Road,ACTIVE,150,I,150,Y,65,01501003,Hawkins Street,Rossmore,Crumlin,14,0
2329,Lisle Road,St. Agnes Road,ACTIVE,150,I,160,N,,01501003,Hawkins Street,Rossmore,Crumlin,15,
2330,Somerville Avenue,St. Agnes Road,ACTIVE,150,I,170,N,,01501003,Hawkins Street,Rossmore,Crumlin,16,0
2331,Kildare Road,St. Mary's Road,ACTIVE,150,I,180,Y,66,01501003,Hawkins Street,Rossmore,Crumlin,17,0
1397,Pearse Park,Kildare Road,ACTIVE,150,I,190,N,,01501003,Hawkins Street,Rossmore,Crumlin,18,0
1398,Windmill Road,Kildare Road,ACTIVE,150,I,200,Y,67,01501003,Hawkins Street,Rossmore,Crumlin,19,
1399,Clonard Road,Kildare Road,ACTIVE,150,I,210,N,,01501003,Hawkins Street,Rossmore,Crumlin,20,
5148,Bangor Road,Kildare Road,ACTIVE,150,I,220,Y,68,01501003,Hawkins Street,Rossmore,Crumlin,21,
1401,Kildare Road,Clogher Road,ACTIVE,150,I,230,N,,01501003,Hawkins Street,Rossmore,Crumlin,22,0
1402,Sundrive Road,Clogher Road,ACTIVE,150,I,240,Y,69,01501003,Hawkins Street,Rossmore,Crumlin,23,0
1403,Rutland Avenue,Clogher Road,ACTIVE,150,I,250,N,,01501003,Hawkins Street,Rossmore,Crumlin,24,
1404,Aughavanagh Road,Clogher Road,ACTIVE,150,I,260,N,,01501003,Hawkins Street,Rossmore,Crumlin,25,
1405,Parnell Road,Clogher Road,ACTIVE,150,I,270,Y,70,01501003,Hawkins Street,Rossmore,Crumlin,26,0
4856,South Circular Road,Donore Ave,ACTIVE,150,I,280,N,,01501003,Hawkins Street,Rossmore,Crumlin,27,0
4857,Hamilton Street,Rutledge Terrace,ACTIVE,150,I,290,N,,01501003,Hawkins Street,Rossmore,Crumlin,28,
307,O'Curry Road,O'Donovan Rd,ACTIVE,150,I,300,Y,71,01501003,Hawkins Street,Rossmore,Crumlin,29,
308,Thomas Road,Oscar Square,ACTIVE,150,I,310,N,,01501003,Hawkins Street,Rossmore,Crumlin,31,
309,Chamber Street,Ardee St,ACTIVE,150,I,320,Y,72,01501003,Hawkins Street,Rossmore,Crumlin,32,
7412,Brabazon Street,The Coombe,ACTIVE,150,I,330,N,,01501003,Hawkins Street,Rossmore,Crumlin,33,0
7413,Dean Street,The Coombe,ACTIVE,150,I,340,N,,01501003,Hawkins Street,Rossmore,Crumlin,34,
2383,St. Patrick's Cathedral,Patrick Street,ACTIVE,150,I,350,Y,73,01501003,Hawkins Street,Rossmore,Crumlin,35,0
2003,Parliament Street,Lord Edward St,ACTIVE,150,I,360,Y,74,01501003,Hawkins Street,Rossmore,Crumlin,36,
1358,Central Bank,Dame Street,ACTIVE,150,I,370,N,,01501003,Hawkins Street,Rossmore,Crumlin,37,
4494,Hawkin House,Hawkins Street,ACTIVE,150,I,380,Y,75,01501003,Hawkins Street,Rossmore,Crumlin,38,0
4863,Church,Rossmore Road,ACTIVE,150,I,10,Y,62,01501004,Hawkins Street,Rossmore,Saint Luke's Avenue,0,0
4864,Rossmore Lawn,Rossmore Road,ACTIVE,150,I,20,N,,01501004,Hawkins Street,Rossmore,Saint Luke's Avenue,1,
4865,Rossmore Drive,Rossmore Road,ACTIVE,150,I,30,N,,01501004,Hawkins Street,Rossmore,Saint Luke's Avenue,2,0
4577,Rossmore Road,Wellington Lane,ACTIVE,150,I,40,N,,01501004,Hawkins Street,Rossmore,Saint Luke's Avenue,3,0
4578,St. Jude's GAA Club,Wellington Lane,ACTIVE,150,I,50,N,,01501004,Hawkins Street,Rossmore,Saint Luke's Avenue,4,
1100,Osprey Road,Wellington Road,ACTIVE,150,I,60,N,,01501004,Hawkins Street,Rossmore,Saint Luke's Avenue,5,0
100,Wellington Cottages,Wellington Road,ACTIVE,150,I,70,N,,01501004,Hawkins Street,Rossmore,Saint Luke's Avenue,6,0
1111,Limekiln Drive,Wellington Road,ACTIVE,150,I,80,Y,63,01501004,Hawkins Street,Rossmore,Saint Luke's Avenue,7,0
2323,Whitehall Rd West,Millgate Drive,ACTIVE,150,I,90,N,,01501004,Hawkins Street,Rossmore,Saint Luke's Avenue,8,0
2324,Greentrees Park,Whitehall Rd West,ACTIVE,150,I,100,N,,01501004,Hawkins Street,Rossmore,Saint Luke's Avenue,9,0
2325,Limekiln Lane,Whitehall Rd,ACTIVE,150,I,110,Y,64,01501004,Hawkins Street,Rossmore,Saint Luke's Avenue,10,0
2326,Quarry Drive,Whitehall Rd,ACTIVE,150,I,120,N,,01501004,Hawkins Street,Rossmore,Saint Luke's Avenue,11,0
5150,Ashleaf Hall,Whitehall Rd West,ACTIVE,150,I,130,N,,01501004,Hawkins Street,Rossmore,Saint Luke's Avenue,12,0
