ID,LOCATION_TEXT,ADDRESS,STATUS,NAME,ROUTE_DIRECTION,SEQUENCE,IS_STAGE_POINT,STAGE_NUMBER,JOURNEY_PATTERN_ID,RTPI_DESTINATION,RTPI_ORGIN,RTPI_VIA,SEQUENCE_NUMBER,FARE
226,Shanard Avenue,Shanard Road,ACTIVE,1,O,10,Y,17,00010001,Sandymount,Santry,O'Connell St,0,0
228,Oldtown Avenue,Shanliss Rd,ACTIVE,1,O,20,N,,00010001,Sandymount,Santry,O'Connell St,1,0
229,Oldtown Road,Shanliss Rd,ACTIVE,1,O,30,N,,00010001,Sandymount,Santry,O'Connell St,2,0
227,Shanliss Drive,Shanliss Rd,ACTIVE,1,O,40,N,,00010001,Sandymount,Santry,O'Connell St,3,0
230,Shanowen Road,Shanliss Rd,ACTIVE,1,O,50,N,,00010001,Sandymount,Santry,O'Connell St,4,0
231,Shanowen Road,Swords Road,ACTIVE,1,O,60,Y,18,00010001,Sandymount,Santry,O'Connell St,5,0
1641,Shanrath Road,Swords Road,ACTIVE,1,O,70,N,,00010001,Sandymount,Santry,O'Connell St,6,0
1642,Whitehall Church,Swords Road,ACTIVE,1,O,80,N,,00010001,Sandymount,Santry,O'Connell St,7,0
213,Iveragh Road,Swords Road,ACTIVE,1,O,90,Y,19,00010001,Sandymount,Santry,O'Connell St,8,0
214,Highfield Hospital,Swords Road,ACTIVE,1,O,100,N,,00010001,Sandymount,Santry,O'Connell St,9,0
4432,Griffith Downs,Swords Road,ACTIVE,1,O,110,N,,00010001,Sandymount,Santry,O'Connell St,10,0
119,Griffith Avenue,Drumcondra Rd,ACTIVE,1,O,120,Y,20,00010001,Sandymount,Santry,O'Connell St,11,0
44,Homefarm Road,Drumcondra Rd,ACTIVE,1,O,130,N,,00010001,Sandymount,Santry,O'Connell St,12,0
7603,DCU St. Patrick's,Drumcondra Rd,ACTIVE,1,O,135,N,,00010001,Sandymount,Santry,O'Connell St,13,0
45,Clonturk Park,Drumcondra Rd,ACTIVE,1,O,140,Y,21,00010001,Sandymount,Santry,O'Connell St,14,0
46,Botanic Avenue,Drumcondra Rd,ACTIVE,1,O,150,N,,00010001,Sandymount,Santry,O'Connell St,15,0
47,Drumcondra Station,Drumcondra Rd,ACTIVE,1,O,160,Y,22,00010001,Sandymount,Santry,O'Connell St,16,0
48,Fitzroy Avenue,Drumcondra Rd,ACTIVE,1,O,170,N,,00010001,Sandymount,Santry,O'Connell St,17,0
49,North Circular Road,Dorset St,ACTIVE,1,O,180,Y,23,00010001,Sandymount,Santry,O'Connell St,18,0
51,Temple Street,Dorset St,ACTIVE,1,O,200,N,,00010001,Sandymount,Santry,O'Connell St,19,0
52,Frederick Street,Dorset St,ACTIVE,1,O,210,Y,24,00010001,Sandymount,Santry,O'Connell St,20,0
265,Gate Theatre,Parnell Square,ACTIVE,1,O,220,N,,00010001,Sandymount,Santry,O'Connell St,21,
271,Abbey Street,O'Connell St,ACTIVE,1,O,230,Y,25,00010001,Sandymount,Santry,O'Connell St,22,
340,Garda Station,Townsend St,ACTIVE,1,O,240,N,,00010001,Sandymount,Santry,O'Connell St,23,
350,Prince's Street South,Townsend Street,ACTIVE,1,O,250,Y,26,00010001,Sandymount,Santry,O'Connell St,24,
351,Erne Street,Pearse Street,ACTIVE,1,O,260,N,,00010001,Sandymount,Santry,O'Connell St,25,
352,Pearse Square,Pearse Street,ACTIVE,1,O,270,N,,00010001,Sandymount,Santry,O'Connell St,26,0
353,Grand Canal Quay,Pearse Street,ACTIVE,1,O,280,Y,27,00010001,Sandymount,Santry,O'Connell St,27,0
354,Barrow Street,Ringsend Road,ACTIVE,1,O,290,N,,00010001,Sandymount,Santry,O'Connell St,28,0
355,Bus Garage,Ringsend Road,ACTIVE,1,O,300,N,,00010001,Sandymount,Santry,O'Connell St,29,
356,St. Patrick's Villas,Bridge Street,ACTIVE,1,O,310,Y,28,00010001,Sandymount,Santry,O'Connell St,30,0
357,Bath Street,Irishtown Rd,ACTIVE,1,O,320,N,,00010001,Sandymount,Santry,O'Connell St,31,
390,Church Avenue,Tritonville Road,ACTIVE,1,O,330,Y,29,00010001,Sandymount,Santry,O'Connell St,32,0
372,Star Of The Sea Church,Sandymount Rd,ACTIVE,1,O,340,N,,00010001,Sandymount,Santry,O'Connell St,33,0
373,Farney Park,Sandymount Rd,ACTIVE,1,O,350,N,,00010001,Sandymount,Santry,O'Connell St,34,
374,Marine Drive,Sandymount Rd,ACTIVE,1,O,360,Y,30,00010001,Sandymount,Santry,O'Connell St,35,
375,Marine Drive,Seafort Ave,ACTIVE,1,O,370,N,,00010001,Sandymount,Santry,O'Connell St,36,0
2804,Newgrove Avenue,Strand Road,ACTIVE,1,O,380,N,,00010001,Sandymount,Santry,O'Connell St,37,0
376,Lea Road,Strand Road,ACTIVE,1,O,390,Y,31,00010001,Sandymount,Santry,O'Connell St,38,
377,Gilford Road,Strand Road,ACTIVE,1,O,400,N,,00010001,Sandymount,Santry,O'Connell St,39,
378,Sandymount Tower,Strand Road,ACTIVE,1,O,410,N,,00010001,Sandymount,Santry,O'Connell St,40,
380,Simmonscourt View,St. John's Road,ACTIVE,1,O,420,Y,32,00010001,Sandymount,Santry,O'Connell St,41,
265,Gate Theatre,Parnell Square,ACTIVE,1,O,220,N,,00010002,Sandymount,Parnell Square E,Ringsend,0,
271,Abbey Street,O'Connell St,ACTIVE,1,O,230,Y,25,00010002,Sandymount,Parnell Square E,Ringsend,1,
340,Garda Station,Townsend St,ACTIVE,1,O,240,N,,00010002,Sandymount,Parnell Square E,Ringsend,2,
350,Prince's Street South,Townsend Street,ACTIVE,1,O,250,Y,26,00010002,Sandymount,Parnell Square E,Ringsend,3,
351,Erne Street,Pearse Street,ACTIVE,1,O,260,N,,00010002,Sandymount,Parnell Square E,Ringsend,4,
352,Pearse Square,Pearse Street,ACTIVE,1,O,270,N,,00010002,Sandymount,Parnell Square E,Ringsend,5,0
353,Grand Canal Quay,Pearse Street,ACTIVE,1,O,280,Y,27,00010002,Sandymount,Parnell Square E,Ringsend,6,0
354,Barrow Street,Ringsend Road,ACTIVE,1,O,290,N,,00010002,Sandymount,Parnell Square E,Ringsend,7,0
355,Bus Garage,Ringsend Road,ACTIVE,1,O,300,N,,00010002,Sandymount,Parnell Square E,Ringsend,8,
356,St. Patrick's Villas,Bridge Street,ACTIVE,1,O,310,Y,28,00010002,Sandymount,Parnell Square E,Ringsend,9,0
357,Bath Street,Irishtown Rd,ACTIVE,1,O,320,N,,00010002,Sandymount,Parnell Square E,Ringsend,10,
390,Church Avenue,Tritonville Road,ACTIVE,1,O,330,Y,29,00010002,Sandymount,Parnell Square E,Ringsend,11,0
372,Star Of The Sea Church,Sandymount Rd,ACTIVE,1,O,340,N,,00010002,Sandymount,Parnell Square E,Ringsend,12,0
373,Farney Park,Sandymount Rd,ACTIVE,1,O,350,N,,00010002,Sandymount,Parnell Square E,Ringsend,13,
374,Marine Drive,Sandymount Rd,ACTIVE,1,O,360,Y,30,00010002,Sandymount,Parnell Square E,Ringsend,14,
375,Marine Drive,Seafort Ave,ACTIVE,1,O,370,N,,00010002,Sandymount,Parnell Square E,Ringsend,15,0
2804,Newgrove Avenue,Strand Road,ACTIVE,1,O,380,N,,00010002,Sandymount,Parnell Square E,Ringsend,16,0
376,Lea Road,Strand Road,ACTIVE,1,O,390,Y,31,00010002,Sandymount,Parnell Square E,Ringsend,17,
377,Gilford Road,Strand Road,ACTIVE,1,O,400,N,,00010002,Sandymount,Parnell Square E,Ringsend,18,
378,Sandymount Tower,Strand Road,ACTIVE,1,O,410,N,,00010002,Sandymount,Parnell Square E,Ringsend,19,
380,Simmonscourt View,St. John's Road,ACTIVE,1,O,420,Y,32,00010002,Sandymount,Parnell Square E,Ringsend,20,
226,Shanard Avenue,Shanard Road,ACTIVE,1,O,10,Y,17,00010003,O'Connell Street,Santry,Drumcondra,0,0
228,Oldtown Avenue,Shanliss Rd,ACTIVE,1,O,20,N,,00010003,O'Connell Street,Santry,Drumcondra,1,0
229,Oldtown Road,Shanliss Rd,ACTIVE,1,O,30,N,,00010003,O'Connell Street,Santry,Drumcondra,2,0
227,Shanliss Drive,Shanliss Rd,ACTIVE,1,O,40,N,,00010003,O'Connell Street,Santry,Drumcondra,3,0
230,Shanowen Road,Shanliss Rd,ACTIVE,1,O,50,N,,00010003,O'Connell Street,Santry,Drumcondra,4,0
231,Shanowen Road,Swords Road,ACTIVE,1,O,60,Y,18,00010003,O'Connell Street,Santry,Drumcondra,5,0
1641,Shanrath Road,Swords Road,ACTIVE,1,O,70,N,,00010003,O'Connell Street,Santry,Drumcondra,6,0
1642,Whitehall Church,Swords Road,ACTIVE,1,O,80,N,,00010003,O'Connell Street,Santry,Drumcondra,7,0
213,Iveragh Road,Swords Road,ACTIVE,1,O,90,Y,19,00010003,O'Connell Street,Santry,Drumcondra,8,0
214,Highfield Hospital,Swords Road,ACTIVE,1,O,100,N,,00010003,O'Connell Street,Santry,Drumcondra,9,0
4432,Griffith Downs,Swords Road,ACTIVE,1,O,110,N,,00010003,O'Connell Street,Santry,Drumcondra,10,0
119,Griffith Avenue,Drumcondra Rd,ACTIVE,1,O,120,Y,20,00010003,O'Connell Street,Santry,Drumcondra,11,0
44,Homefarm Road,Drumcondra Rd,ACTIVE,1,O,130,N,,00010003,O'Connell Street,Santry,Drumcondra,12,0
7603,DCU St. Patrick's,Drumcondra Rd,ACTIVE,1,O,135,N,,00010003,O'Connell Street,Santry,Drumcondra,13,0
45,Clonturk Park,Drumcondra Rd,ACTIVE,1,O,140,Y,21,00010003,O'Connell Street,Santry,Drumcondra,14,0
46,Botanic Avenue,Drumcondra Rd,ACTIVE,1,O,150,N,,00010003,O'Connell Street,Santry,Drumcondra,15,0
47,Drumcondra Station,Drumcondra Rd,ACTIVE,1,O,160,Y,22,00010003,O'Connell Street,Santry,Drumcondra,16,0
48,Fitzroy Avenue,Drumcondra Rd,ACTIVE,1,O,170,N,,00010003,O'Connell Street,Santry,Drumcondra,17,0
49,North Circular Road,Dorset St,ACTIVE,1,O,180,Y,23,00010003,O'Connell Street,Santry,Drumcondra,18,0
51,Temple Street,Dorset St,ACTIVE,1,O,200,N,,00010003,O'Connell Street,Santry,Drumcondra,19,0
52,Frederick Street,Dorset St,ACTIVE,1,O,210,Y,24,00010003,O'Connell Street,Santry,Drumcondra,20,0
265,Gate Theatre,Parnell Square,ACTIVE,1,O,220,N,,00010003,O'Connell Street,Santry,Drumcondra,21,
271,Abbey Street,O'Connell St,ACTIVE,1,O,230,Y,25,00010003,O'Connell Street,Santry,Drumcondra,22,
381,St. John's Church,Park Avenue,ACTIVE,1,I,10,Y,68,00011001,Shanard Road,Sandymount,O'Connell Street,0,0
382,Seamount House,St. John's Road,ACTIVE,1,I,20,N,,00011001,Shanard Road,Sandymount,O'Connell Street,1,0
4451,St. John's Road,Strand Road,ACTIVE,1,I,30,N,,00011001,Shanard Road,Sandymount,O'Connell Street,2,0
383,Gilford Road,Strand Road,ACTIVE,1,I,40,N,,00011001,Shanard Road,Sandymount,O'Connell Street,3,0
384,Lea Road,Strand Road,ACTIVE,1,I,50,N,,00011001,Shanard Road,Sandymount,O'Connell Street,4,0
385,Strand Road,Newgrove Ave,ACTIVE,1,I,60,Y,69,00011001,Shanard Road,Sandymount,O'Connell Street,5,0
387,Claremont Road,Sandymount Rd,ACTIVE,1,I,70,Y,70,00011001,Shanard Road,Sandymount,O'Connell Street,6,0
388,Farney Park,Sandymount Rd,ACTIVE,1,I,80,N,,00011001,Shanard Road,Sandymount,O'Connell Street,7,0
389,Leahy's Terrace,Sandymount Rd,ACTIVE,1,I,90,Y,71,00011001,Shanard Road,Sandymount,O'Connell Street,8,0
393,Cranfield Place,Tritonville Road,ACTIVE,1,I,100,N,,00011001,Shanard Road,Sandymount,O'Connell Street,9,0
371,Gospel Hall,Irishtown Rd,ACTIVE,1,I,110,N,,00011001,Shanard Road,Sandymount,O'Connell Street,10,0
391,Bath Street,Irishtown Rd,ACTIVE,1,I,120,Y,72,00011001,Shanard Road,Sandymount,O'Connell Street,11,0
392,St. Patrick's Church,Bridge Street,ACTIVE,1,I,130,N,,00011001,Shanard Road,Sandymount,O'Connell Street,12,0
395,Barrow Street,Ringsend Road,ACTIVE,1,I,140,N,,00011001,Shanard Road,Sandymount,O'Connell Street,13,0
396,Grand Canal Quay,Pearse Street,ACTIVE,1,I,150,N,,00011001,Shanard Road,Sandymount,O'Connell Street,14,0
397,Pearse Square Pk,Pearse Street,ACTIVE,1,I,160,Y,73,00011001,Shanard Road,Sandymount,O'Connell Street,15,0
398,Erne Street,Pearse Street,ACTIVE,1,I,170,N,,00011001,Shanard Road,Sandymount,O'Connell Street,16,
399,Westland Row,Pearse Street,ACTIVE,1,I,180,N,,00011001,Shanard Road,Sandymount,O'Connell Street,17,
400,Shaw Street,Pearse Street,ACTIVE,1,I,190,Y,74,00011001,Shanard Road,Sandymount,O'Connell Street,18,
319,Fleet Street,Westmoreland Street,ACTIVE,1,I,200,N,,00011001,Shanard Road,Sandymount,O'Connell Street,19,
278,Cathal Brugha Street,O'Connell St,ACTIVE,1,I,210,Y,75,00011001,Shanard Road,Sandymount,O'Connell Street,20,
10,Rotunda Hospital,Parnell Square,ACTIVE,1,I,220,N,,00011001,Shanard Road,Sandymount,O'Connell Street,22,
12,St. Joseph's Parade,Dorset St,ACTIVE,1,I,230,Y,76,00011001,Shanard Road,Sandymount,O'Connell Street,23,0
14,Eccles Place,Dorset St,ACTIVE,1,I,240,N,,00011001,Shanard Road,Sandymount,O'Connell Street,24,0
15,North Circular Road,Dorset St,ACTIVE,1,I,250,Y,77,00011001,Shanard Road,Sandymount,O'Connell Street,25,0
17,Drumcondra Station,Drumcondra Rd,ACTIVE,1,I,260,Y,78,00011001,Shanard Road,Sandymount,O'Connell Street,26,0
18,Dargle Road,Drumcondra Rd,ACTIVE,1,I,270,N,,00011001,Shanard Road,Sandymount,O'Connell Street,27,0
19,Botanic Avenue,Drumcondra Rd,ACTIVE,1,I,280,N,,00011001,Shanard Road,Sandymount,O'Connell Street,28,0
21,DCU St. Patrick's,Drumcondra Rd,ACTIVE,1,I,290,Y,79,00011001,Shanard Road,Sandymount,O'Connell Street,29,0
7602,DCU St. Patrick's,Drumcondra Rd,ACTIVE,1,I,295,N,,00011001,Shanard Road,Sandymount,O'Connell Street,30,0
85,Home Farm Road,Drumcondra Rd,ACTIVE,1,I,300,N,,00011001,Shanard Road,Sandymount,O'Connell Street,31,0
203,Whitehall College,Swords Road,ACTIVE,1,I,310,Y,80,00011001,Shanard Road,Sandymount,O'Connell Street,32,0
204,Highfield Hospital,Swords Road,ACTIVE,1,I,320,N,,00011001,Shanard Road,Sandymount,O'Connell Street,33,
205,Iveragh Road,Swords Road,ACTIVE,1,I,330,Y,81,00011001,Shanard Road,Sandymount,O'Connell Street,34,
1620,Collins Avenue,Swords Road,ACTIVE,1,I,340,N,,00011001,Shanard Road,Sandymount,O'Connell Street,35,
220,Shantalla Road,Swords Road,ACTIVE,1,I,350,Y,82,00011001,Shanard Road,Sandymount,O'Connell Street,36,0
221,Swords Road,Shanowen Rd,ACTIVE,1,I,360,N,,00011001,Shanard Road,Sandymount,O'Connell Street,37,0
222,Shanowen Road,Shanliss Rd,ACTIVE,1,I,370,N,,00011001,Shanard Road,Sandymount,O'Connell Street,38,
223,Shanliss Avenue,Shanliss Rd,ACTIVE,1,I,380,N,,00011001,Shanard Road,Sandymount,O'Connell Street,39,
224,Shanliss Road,Shanard Road,ACTIVE,1,I,390,N,,00011001,Shanard Road,Sandymount,O'Connell Street,40,
225,Shanowen Avenue,Shanard Road,ACTIVE,1,I,400,N,,00011001,Shanard Road,Sandymount,O'Connell Street,41,0
226,Shanard Avenue,Shanard Road,ACTIVE,1,I,410,Y,83,00011001,Shanard Road,Sandymount,O'Connell Street,42,0
381,St. John's Church,Park Avenue,ACTIVE,1,I,10,Y,68,00011002,O'Connell Street,Sandymount,Ringsend,0,0
382,Seamount House,St. John's Road,ACTIVE,1,I,20,N,,00011002,O'Connell Street,Sandymount,Ringsend,1,0
4451,St. John's Road,Strand Road,ACTIVE,1,I,30,N,,00011002,O'Connell Street,Sandymount,Ringsend,2,0
383,Gilford Road,Strand Road,ACTIVE,1,I,40,N,,00011002,O'Connell Street,Sandymount,Ringsend,3,0
384,Lea Road,Strand Road,ACTIVE,1,I,50,N,,00011002,O'Connell Street,Sandymount,Ringsend,4,0
385,Strand Road,Newgrove Ave,ACTIVE,1,I,60,Y,69,00011002,O'Connell Street,Sandymount,Ringsend,5,0
387,Claremont Road,Sandymount Rd,ACTIVE,1,I,70,Y,70,00011002,O'Connell Street,Sandymount,Ringsend,6,0
388,Farney Park,Sandymount Rd,ACTIVE,1,I,80,N,,00011002,O'Connell Street,Sandymount,Ringsend,7,0
389,Leahy's Terrace,Sandymount Rd,ACTIVE,1,I,90,Y,71,00011002,O'Connell Street,Sandymount,Ringsend,8,0
393,Cranfield Place,Tritonville Road,ACTIVE,1,I,100,N,,00011002,O'Connell Street,Sandymount,Ringsend,9,0
371,Gospel Hall,Irishtown Rd,ACTIVE,1,I,110,N,,00011002,O'Connell Street,Sandymount,Ringsend,10,0
391,Bath Street,Irishtown Rd,ACTIVE,1,I,120,Y,72,00011002,O'Connell Street,Sandymount,Ringsend,11,0
392,St. Patrick's Church,Bridge Street,ACTIVE,1,I,130,N,,00011002,O'Connell Street,Sandymount,Ringsend,12,0
395,Barrow Street,Ringsend Road,ACTIVE,1,I,140,N,,00011002,O'Connell Street,Sandymount,Ringsend,13,0
396,Grand Canal Quay,Pearse Street,ACTIVE,1,I,150,N,,00011002,O'Connell Street,Sandymount,Ringsend,14,0
397,Pearse Square Pk,Pearse Street,ACTIVE,1,I,160,Y,73,00011002,O'Connell Street,Sandymount,Ringsend,15,0
398,Erne Street,Pearse Street,ACTIVE,1,I,170,N,,00011002,O'Connell Street,Sandymount,Ringsend,16,
399,Westland Row,Pearse Street,ACTIVE,1,I,180,N,,00011002,O'Connell Street,Sandymount,Ringsend,17,
400,Shaw Street,Pearse Street,ACTIVE,1,I,190,Y,74,00011002,O'Connell Street,Sandymount,Ringsend,18,
319,Fleet Street,Westmoreland Street,ACTIVE,1,I,200,N,,00011002,O'Connell Street,Sandymount,Ringsend,19,
278,Cathal Brugha Street,O'Connell St,ACTIVE,1,I,210,Y,75,00011002,O'Connell Street,Sandymount,Ringsend,20,
324,Bus Garage,Harristown,ACTIVE,4,O,10,Y,15,00040001,Monkstown Ave,Harristown Stop 324,City Centre,0,0
327,Silloge Golf Club,Ballymun Road,ACTIVE,4,O,30,Y,16,00040001,Monkstown Ave,Harristown Stop 324,City Centre,1,0
7113,Santry Avenue,Ballymun Road,ACTIVE,4,O,40,Y,17,00040001,Monkstown Ave,Harristown Stop 324,City Centre,2,0
127,Nursing Home,Ballymun Road,ACTIVE,4,O,50,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,3,0
112,Civic Centre,Ballymun Road,ACTIVE,4,O,60,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,4,0
113,Comprehensive School,Ballymun Road,ACTIVE,4,O,70,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,5,0
114,Shanliss Road,Ballymun Road,ACTIVE,4,O,80,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,6,0
115,Albert College Drive,Ballymun Road,ACTIVE,4,O,90,Y,18,00040001,Monkstown Ave,Harristown Stop 324,City Centre,7,0
37,DCU,Ballymun Road,ACTIVE,4,O,100,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,8,0
38,Hampstead Avenue,Ballymun Road,ACTIVE,4,O,110,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,9,0
39,The Rise,Ballymun Road,ACTIVE,4,O,120,Y,19,00040001,Monkstown Ave,Harristown Stop 324,City Centre,10,0
40,Home Farm Road,Mobhi Road,ACTIVE,4,O,130,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,11,0
146,Na Fianna,Mobhi Road,ACTIVE,4,O,140,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,12,0
147,Dean Swift Bridge,Mobhi Road,ACTIVE,4,O,150,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,13,0
184,Cliftonville Road,Botanic Rd,ACTIVE,4,O,160,Y,20,00040001,Monkstown Ave,Harristown Stop 324,City Centre,14,0
185,Marguerite Road,Botanic Rd,ACTIVE,4,O,170,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,15,0
186,Botanic Road,Prospect Road,ACTIVE,4,O,180,Y,21,00040001,Monkstown Ave,Harristown Stop 324,City Centre,16,0
187,Royse Road,Phibsboro Road,ACTIVE,4,O,190,Y,22,00040001,Monkstown Ave,Harristown Stop 324,City Centre,17,0
188,North Circular Road,Phibsboro Road,ACTIVE,4,O,200,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,18,0
189,Broadstone,Phibsboro Road,ACTIVE,4,O,210,Y,23,00040001,Monkstown Ave,Harristown Stop 324,City Centre,19,0
190,Broadstone Depot,Phibsboro Road,ACTIVE,4,O,220,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,20,0
191,Youth Club,Western Way,ACTIVE,4,O,230,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,21,0
819,Blessington Court,Blessington Street,ACTIVE,4,O,240,Y,24,00040001,Monkstown Ave,Harristown Stop 324,City Centre,22,0
7457,Junction Great Denmark Street [Virtual Stop Test],Parnell Square East,INACTIVE,4,O,,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,23,0
4725,Parnell Street,O'Connell St,ACTIVE,4,O,260,Y,25,00040001,Monkstown Ave,Harristown Stop 324,City Centre,24,
273,O'Connell Bridge,O'Connell St,ACTIVE,4,O,270,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,25,0
405,South Frederick Street,Nassau Street,ACTIVE,4,O,290,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,26,0
408,Clare Street,Merrion Sq,ACTIVE,4,O,300,Y,26,00040001,Monkstown Ave,Harristown Stop 324,City Centre,27,
409,Holles Street,Merrion Sq,ACTIVE,4,O,310,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,28,
410,Grattan Street,Mount St,ACTIVE,4,O,320,Y,27,00040001,Monkstown Ave,Harristown Stop 324,City Centre,29,0
411,Grand Canal,Mount St,ACTIVE,4,O,330,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,30,0
412,Haddington Road,Northumberland Rd,ACTIVE,4,O,340,Y,28,00040001,Monkstown Ave,Harristown Stop 324,City Centre,31,0
413,Lansdowne Park,Northumberland Rd,ACTIVE,4,O,350,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,32,0
414,Lansdowne Road,Pembroke Road,ACTIVE,4,O,360,Y,29,00040001,Monkstown Ave,Harristown Stop 324,City Centre,33,0
415,Elgin Road,Pembroke Road,ACTIVE,4,O,370,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,34,0
416,RDS,Ballsbridge,ACTIVE,4,O,380,Y,30,00040001,Monkstown Ave,Harristown Stop 324,City Centre,35,0
417,Serpentine Avenue,Merrion Road,ACTIVE,4,O,390,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,36,0
418,British Embassy,Merrion Road,ACTIVE,4,O,400,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,37,0
419,Shrewsbury Park,Merrion Road,ACTIVE,4,O,410,Y,31,00040001,Monkstown Ave,Harristown Stop 324,City Centre,38,0
420,Merlyn Road,Merrion Road,ACTIVE,4,O,420,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,39,0
421,Ailesbury Road,Merrion Road,ACTIVE,4,O,430,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,40,0
422,St. Vincent's Hospital,Merrion Road,ACTIVE,4,O,440,Y,32,00040001,Monkstown Ave,Harristown Stop 324,City Centre,41,0
423,Herbert Avenue,Merrion Road,ACTIVE,4,O,450,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,42,0
424,Merrion Gates,Merrion Road,ACTIVE,4,O,460,Y,33,00040001,Monkstown Ave,Harristown Stop 324,City Centre,43,0
425,Bellevue Avenue,Merrion Road,ACTIVE,4,O,470,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,44,0
426,Nature Reserve,Rock Road,ACTIVE,4,O,480,Y,34,00040001,Monkstown Ave,Harristown Stop 324,City Centre,45,0
427,DART Station,Rock Road,ACTIVE,4,O,490,Y,35,00040001,Monkstown Ave,Harristown Stop 324,City Centre,46,0
428,Blackrock College,Rock Road,ACTIVE,4,O,500,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,47,0
429,Blackrock Clinic,Rock Road,ACTIVE,4,O,510,Y,36,00040001,Monkstown Ave,Harristown Stop 324,City Centre,48,0
6334,Frascati Centre,Frascati Road,ACTIVE,4,O,520,Y,37,00040001,Monkstown Ave,Harristown Stop 324,City Centre,49,0
7660,Temple Road,Frascati Road,ACTIVE,4,O,525,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,50,0
3114,Monkstown Road,Stradbrook Rd,ACTIVE,4,O,530,Y,38,00040001,Monkstown Ave,Harristown Stop 324,City Centre,51,
3115,Greenville Road,Stradbrook Rd,ACTIVE,4,O,540,Y,39,00040001,Monkstown Ave,Harristown Stop 324,City Centre,52,
3116,Maynard,Rowan Pk,ACTIVE,4,O,550,Y,40,00040001,Monkstown Ave,Harristown Stop 324,City Centre,53,
6085,Deansgrange Road,Link Road,ACTIVE,4,O,560,Y,41,00040001,Monkstown Ave,Harristown Stop 324,City Centre,54,0
2026,Stradbrook Rd,Monkstown Ave,ACTIVE,4,O,570,N,,00040001,Monkstown Ave,Harristown Stop 324,City Centre,55,0
7226,Richmond Grove,Monkstown Ave,ACTIVE,4,O,580,Y,42,00040001,Monkstown Ave,Harristown Stop 324,City Centre,56,
324,Bus Garage,Harristown,ACTIVE,4,O,10,Y,15,00040002,O'Connell St,Harristown Stop 324,Mobhi Road,0,0
327,Silloge Golf Club,Ballymun Road,ACTIVE,4,O,30,Y,16,00040002,O'Connell St,Harristown Stop 324,Mobhi Road,1,0
7113,Santry Avenue,Ballymun Road,ACTIVE,4,O,40,Y,17,00040002,O'Connell St,Harristown Stop 324,Mobhi Road,2,0
127,Nursing Home,Ballymun Road,ACTIVE,4,O,50,N,,00040002,O'Connell St,Harristown Stop 324,Mobhi Road,3,0
112,Civic Centre,Ballymun Road,ACTIVE,4,O,60,N,,00040002,O'Connell St,Harristown Stop 324,Mobhi Road,4,0
113,Comprehensive School,Ballymun Road,ACTIVE,4,O,70,N,,00040002,O'Connell St,Harristown Stop 324,Mobhi Road,5,0
114,Shanliss Road,Ballymun Road,ACTIVE,4,O,80,N,,00040002,O'Connell St,Harristown Stop 324,Mobhi Road,6,0
115,Albert College Drive,Ballymun Road,ACTIVE,4,O,90,Y,18,00040002,O'Connell St,Harristown Stop 324,Mobhi Road,7,0
37,DCU,Ballymun Road,ACTIVE,4,O,100,N,,00040002,O'Connell St,Harristown Stop 324,Mobhi Road,8,0
38,Hampstead Avenue,Ballymun Road,ACTIVE,4,O,110,N,,00040002,O'Connell St,Harristown Stop 324,Mobhi Road,9,0
39,The Rise,Ballymun Road,ACTIVE,4,O,120,Y,19,00040002,O'Connell St,Harristown Stop 324,Mobhi Road,10,0
40,Home Farm Road,Mobhi Road,ACTIVE,4,O,130,N,,00040002,O'Connell St,Harristown Stop 324,Mobhi Road,11,0
146,Na Fianna,Mobhi Road,ACTIVE,4,O,140,N,,00040002,O'Connell St,Harristown Stop 324,Mobhi Road,12,0
