dt,dt_iso,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1451606400,2016-01-01 00:00:00 +0000 UTC,2964574,,,,275.15,275.15,275.15,1015,,,80,4,200,,,,,,,,,40,802,Clouds,scattered clouds,03n
1451613600,2016-01-01 02:00:00 +0000 UTC,2964574,,,,274.15,274.15,274.15,1016,,,80,2,170,,,,,,,,,40,802,Clouds,scattered clouds,03n
1451620800,2016-01-01 04:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,1015,,,69,3,130,,,,,,,,,40,802,Clouds,scattered clouds,03n
1451628000,2016-01-01 06:00:00 +0000 UTC,2964574,,,,277.09,277.04,277.15,1014,,,69,4,150,,,,,,,,,40,802,Clouds,scattered clouds,03n
1451631600,2016-01-01 07:00:00 +0000 UTC,2964574,,,,277.09,277.04,277.15,1013,,,100,3,150,,,,,,,,,75,803,Clouds,broken clouds,04n
1451635200,2016-01-01 08:00:00 +0000 UTC,2964574,,,,277.67,277.15,278.15,1013,,,80,2,120,,,,,,,,,75,803,Clouds,broken clouds,04d
1451642400,2016-01-01 10:00:00 +0000 UTC,2964574,,,,281.03,280.93,281.15,1011,,,75,11,140,,,,,,,,,75,803,Clouds,broken clouds,04d
1451646000,2016-01-01 11:00:00 +0000 UTC,2964574,,,,281.04,280.93,281.15,1010,,,75,11,140,,,,,,,,,75,803,Clouds,broken clouds,04d
1451649600,2016-01-01 12:00:00 +0000 UTC,2964574,,,,281.15,281.15,281.15,1008,,,75,13,140,,,,,,,,,75,803,Clouds,broken clouds,04d
1451653200,2016-01-01 13:00:00 +0000 UTC,2964574,,,,280.15,280.15,280.15,1007,,,87,12,130,,,,,,,,,75,500,Rain,light rain,10d
1451656800,2016-01-01 14:00:00 +0000 UTC,2964574,,,,280.15,280.15,280.15,1004,,,93,12,130,,,,,,,,,75,500,Rain,light rain,10d
1451660400,2016-01-01 15:00:00 +0000 UTC,2964574,,,,280.15,280.15,280.15,1003,,,93,12,130,,,,,,,,,75,500,Rain,light rain,10d
1451664000,2016-01-01 16:00:00 +0000 UTC,2964574,,,,281.15,281.15,281.15,1001,,,87,13,120,,,,,,,,,75,500,Rain,light rain,10d
1451667600,2016-01-01 17:00:00 +0000 UTC,2964574,,,,281.15,281.15,281.15,1000,,,87,13,120,,,,,,,,,75,500,Rain,light rain,10n
1451674800,2016-01-01 19:00:00 +0000 UTC,2964574,,,,281.15,281.15,281.15,998,,,93,13,120,,,,,,,,,90,500,Rain,light rain,10n
1451678400,2016-01-01 20:00:00 +0000 UTC,2964574,,,,281.15,281.15,281.15,998,,,93,13,120,,,,,,,,,75,500,Rain,light rain,10n
1451682000,2016-01-01 21:00:00 +0000 UTC,2964574,,,,281.15,281.15,281.15,997,,,93,11,120,,,,,,,,,75,500,Rain,light rain,10n
1451689200,2016-01-01 23:00:00 +0000 UTC,2964574,,,,281.15,281.15,281.15,995,,,93,11,110,,,,,,,,,75,500,Rain,light rain,10n
1451696400,2016-01-02 01:00:00 +0000 UTC,2964574,,,,282.09,282.04,282.15,993,,,81,8,110,,,,,,,,,75,803,Clouds,broken clouds,04n
1451703600,2016-01-02 03:00:00 +0000 UTC,2964574,,,,282.15,282.15,282.15,992,,,87,9,110,,,,,,,,,75,310,Drizzle,light intensity drizzle rain,09n
1451710800,2016-01-02 05:00:00 +0000 UTC,2964574,,,,282.15,282.15,282.15,993,,,87,6,110,,,,,,,,,75,310,Drizzle,light intensity drizzle rain,09n
1451714400,2016-01-02 06:00:00 +0000 UTC,2964574,,,,282.15,282.15,282.15,993,,,93,5,110,,,,,,,,,75,310,Drizzle,light intensity drizzle rain,09n
1451721600,2016-01-02 08:00:00 +0000 UTC,2964574,,,,282.09,282.04,282.15,994,,,93,4,90,,,,,,,,,75,803,Clouds,broken clouds,04n
1451725200,2016-01-02 09:00:00 +0000 UTC,2964574,,,,282.15,282.15,282.15,994,,,93,3,80,,,,,,,,,75,803,Clouds,broken clouds,04n
1451728800,2016-01-02 10:00:00 +0000 UTC,2964574,,,,282.15,282.15,282.15,995,,,93,2,80,,,,,,,,,75,803,Clouds,broken clouds,04d
1451732400,2016-01-02 11:00:00 +0000 UTC,2964574,,,,282.15,282.15,282.15,996,,,100,3,50,,,,,,,,,75,803,Clouds,broken clouds,04d
1451736000,2016-01-02 12:00:00 +0000 UTC,2964574,,,,283.15,283.15,283.15,996,,,93,3,60,,,,,,,,,75,803,Clouds,broken clouds,04d
1451739600,2016-01-02 13:00:00 +0000 UTC,2964574,,,,283.15,283.15,283.15,997,,,93,2,360,,,,,,,,,75,803,Clouds,broken clouds,04d
1451743200,2016-01-02 14:00:00 +0000 UTC,2964574,,,,283.15,283.15,283.15,997,,,93,2,310,,,,,,,,,75,803,Clouds,broken clouds,04d
1451746800,2016-01-02 15:00:00 +0000 UTC,2964574,,,,283.15,283.15,283.15,998,,,87,2,330,,,,,,,,,75,803,Clouds,broken clouds,04d
1451750400,2016-01-02 16:00:00 +0000 UTC,2964574,,,,282.15,282.15,282.15,998,,,100,2,270,,,,,,,,,75,803,Clouds,broken clouds,04d
1451754000,2016-01-02 17:00:00 +0000 UTC,2964574,,,,282.15,282.15,282.15,999,,,93,3,280,,,,,,,,,75,310,Drizzle,light intensity drizzle rain,09n
1451761200,2016-01-02 19:00:00 +0000 UTC,2964574,,,,281.15,281.15,281.15,999,,,100,5,250,,,,,,,,,75,300,Drizzle,light intensity drizzle,09n
1451764800,2016-01-02 20:00:00 +0000 UTC,2964574,,,,280.15,280.15,280.15,999,,,100,5,240,,,,,,,,,75,300,Drizzle,light intensity drizzle,09n
1451772000,2016-01-02 22:00:00 +0000 UTC,2964574,,,,279.15,279.15,279.15,999,,,100,6,240,,,,,,,,,75,300,Drizzle,light intensity drizzle,09n
1451779200,2016-01-03 00:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,997,,,93,4,230,,,,,,,,,75,803,Clouds,broken clouds,04n
1451786400,2016-01-03 02:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,995,,,80,1,0,,,,,,,,,90,804,Clouds,overcast clouds,04n
1451793600,2016-01-03 04:00:00 +0000 UTC,2964574,,,,279.15,279.15,279.15,991,,,81,4,120,,,,,,,,,75,803,Clouds,broken clouds,04n
1451797200,2016-01-03 05:00:00 +0000 UTC,2964574,,,,280.15,280.15,280.15,990,,,81,6,130,,,,,,,,,75,803,Clouds,broken clouds,04n
1451800800,2016-01-03 06:00:00 +0000 UTC,2964574,,,,281.15,281.15,281.15,986,,,93,11,130,,,,,,,,,75,500,Rain,light rain,10n
1451804400,2016-01-03 07:00:00 +0000 UTC,2964574,,,,281.15,281.15,281.15,984,,,93,12,120,,,,,,,,,75,500,Rain,light rain,10n
1451808000,2016-01-03 08:00:00 +0000 UTC,2964574,,,,281.15,281.15,281.15,982,,,93,12,110,,,,,,,,,75,500,Rain,light rain,10n
1451815200,2016-01-03 10:00:00 +0000 UTC,2964574,,,,281.15,281.15,281.15,980,,,93,5,200,,,,,,,,,75,803,Clouds,broken clouds,04d
1451822400,2016-01-03 12:00:00 +0000 UTC,2964574,,,,283.15,283.15,283.15,979,,,76,3,210,,,,,,,,,20,801,Clouds,few clouds,02d
1451829600,2016-01-03 14:00:00 +0000 UTC,2964574,,,,283.15,283.15,283.15,978,,,71,3,180,,,,,,,,,20,801,Clouds,few clouds,02d
1451836800,2016-01-03 16:00:00 +0000 UTC,2964574,,,,282.15,282.15,282.15,977,,,81,3,140,,,,,,,,,40,802,Clouds,scattered clouds,03d
1451844000,2016-01-03 18:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,976,,,93,3,130,,,,,,,,,20,801,Clouds,few clouds,02n
1451847600,2016-01-03 19:00:00 +0000 UTC,2964574,,,,278.63,278.15,279.15,976,,,93,3,150,,,,,,,,,20,801,Clouds,few clouds,02n
1451854800,2016-01-03 21:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,975,,,93,2,120,,,,,,,,,40,802,Clouds,scattered clouds,03n
1451862000,2016-01-03 23:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,974,,,100,3,130,,,,,,,,,75,803,Clouds,broken clouds,04n
1451869200,2016-01-04 01:00:00 +0000 UTC,2964574,,,,278.44,278.15,278.71,974,,,100,2,170,,,,,,,,,75,803,Clouds,broken clouds,04n
1451876400,2016-01-04 03:00:00 +0000 UTC,2964574,,,,280.15,280.15,280.15,974,,,87,1,0,,,,,,,,,75,803,Clouds,broken clouds,04n
1451883600,2016-01-04 05:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,974,,,93,1,0,,,,,,,,,75,803,Clouds,broken clouds,04n
1451890800,2016-01-04 07:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,975,,,100,0,0,,,,,,,,,75,803,Clouds,broken clouds,04n
1451898000,2016-01-04 09:00:00 +0000 UTC,2964574,,,,279.15,279.15,279.15,975,,,93,1,0,,,,,,,,,75,803,Clouds,broken clouds,04d
1451905200,2016-01-04 11:00:00 +0000 UTC,2964574,,,,282.15,282.15,282.15,975,,,81,1,0,,,,,,,,,40,802,Clouds,scattered clouds,03d
1451908800,2016-01-04 12:00:00 +0000 UTC,2964574,,,,282.15,282.15,282.15,975,,,81,1,0,,,,,,,,,75,803,Clouds,broken clouds,04d
1451912400,2016-01-04 13:00:00 +0000 UTC,2964574,,,,282.09,282.04,282.15,975,,,81,1,0,,,,,,,,,20,801,Clouds,few clouds,02d
1451916000,2016-01-04 14:00:00 +0000 UTC,2964574,,,,281.15,281.15,281.15,975,,,81,1,0,,,,,,,,,20,801,Clouds,few clouds,02d
1451919600,2016-01-04 15:00:00 +0000 UTC,2964574,,,,279.97,279.82,280.15,975,,,87,2,290,,,,,,,,,20,801,Clouds,few clouds,02d
1451923200,2016-01-04 16:00:00 +0000 UTC,2964574,,,,279.15,279.15,279.15,975,,,87,1,290,,,,,,,,,40,802,Clouds,scattered clouds,03d
1451926800,2016-01-04 17:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,975,,,93,1,0,,,,,,,,,40,802,Clouds,scattered clouds,03n
1451934000,2016-01-04 19:00:00 +0000 UTC,2964574,,,,276.03,275.93,276.15,976,,,93,1,0,,,,,,,,,75,741,Fog,fog,50n
1451937600,2016-01-04 20:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,977,,,93,1,0,,,,,,,,,40,741,Fog,fog,50n
1451944800,2016-01-04 22:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,977,,,100,1,350,,,,,,,,,75,500,Rain,light rain,10n
1451952000,2016-01-05 00:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,977,,,100,3,300,,,,,,,,,75,500,Rain,light rain,10n
1451959200,2016-01-05 02:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,978,,,100,3,300,,,,,,,,,75,500,Rain,light rain,10n
1451966400,2016-01-05 04:00:00 +0000 UTC,2964574,,,,279.15,279.15,279.15,978,,,100,2,340,,,,,,,,,75,803,Clouds,broken clouds,04n
1451973600,2016-01-05 06:00:00 +0000 UTC,2964574,,,,280.15,280.15,280.15,978,,,93,4,10,,,,,,,,,75,500,Rain,light rain,10n
1451977200,2016-01-05 07:00:00 +0000 UTC,2964574,,,,280.15,280.15,280.15,979,,,93,4,10,,,,,,,,,75,500,Rain,light rain,10n
1451980800,2016-01-05 08:00:00 +0000 UTC,2964574,,,,280.15,280.15,280.15,980,,,93,4,350,,,,,,,,,75,500,Rain,light rain,10n
1451988000,2016-01-05 10:00:00 +0000 UTC,2964574,,,,279.15,279.15,279.15,981,,,100,6,330,,,,,,,,,75,500,Rain,light rain,10d
1451995200,2016-01-05 12:00:00 +0000 UTC,2964574,,,,280.15,280.15,280.15,982,,,93,7,330,,,,,,,,,75,500,Rain,light rain,10d
1451998800,2016-01-05 13:00:00 +0000 UTC,2964574,,,,280.15,280.15,280.15,983,,,93,6,330,,,,,,,,,75,500,Rain,light rain,10d
1452002400,2016-01-05 14:00:00 +0000 UTC,2964574,,,,279.15,279.15,279.15,984,,,100,3,330,,,,,,,,,75,500,Rain,light rain,10d
1452006000,2016-01-05 15:00:00 +0000 UTC,2964574,,,,280.15,280.15,280.15,985,,,93,4,330,,,,,,,,,75,500,Rain,light rain,10d
1452009600,2016-01-05 16:00:00 +0000 UTC,2964574,,,,280.15,280.15,280.15,986,,,93,5,350,,,,,,,,,75,500,Rain,light rain,10d
1452016800,2016-01-05 18:00:00 +0000 UTC,2964574,,,,279.15,279.15,279.15,988,,,100,4,330,,,,,,,,,75,500,Rain,light rain,10n
1452020400,2016-01-05 19:00:00 +0000 UTC,2964574,,,,279.15,279.15,279.15,989,,,93,5,320,,,,,,,,,75,803,Clouds,broken clouds,04n
1452024000,2016-01-05 20:00:00 +0000 UTC,2964574,,,,279.15,279.15,279.15,990,,,93,6,310,,,,,,,,,75,803,Clouds,broken clouds,04n
1452027600,2016-01-05 21:00:00 +0000 UTC,2964574,,,,279.15,279.15,279.15,991,,,93,6,310,,,,,,,,,75,803,Clouds,broken clouds,04n
1452034800,2016-01-05 23:00:00 +0000 UTC,2964574,,,,279.15,279.15,279.15,992,,,93,5,310,,,,,,,,,75,803,Clouds,broken clouds,04n
1452042000,2016-01-06 01:00:00 +0000 UTC,2964574,,,,279.15,279.15,279.15,993,,,93,4,310,,,,,,,,,75,803,Clouds,broken clouds,04n
1452049200,2016-01-06 03:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,994,,,100,4,270,,,,,,,,,75,803,Clouds,broken clouds,04n
1452056400,2016-01-06 05:00:00 +0000 UTC,2964574,,,,277.09,277.04,277.15,994,,,100,2,300,,,,,,,,,75,803,Clouds,broken clouds,04n
1452060000,2016-01-06 06:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,995,,,100,3,240,,,,,,,,,75,803,Clouds,broken clouds,04n
1452063600,2016-01-06 07:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,995,,,93,4,250,,,,,,,,,75,803,Clouds,broken clouds,04n
1452067200,2016-01-06 08:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,995,,,93,3,260,,,,,,,,,75,803,Clouds,broken clouds,04d
1452070800,2016-01-06 09:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,995,,,93,2,260,,,,,,,,,75,803,Clouds,broken clouds,04n
1452074400,2016-01-06 10:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,995,,,93,2,240,,,,,,,,,75,803,Clouds,broken clouds,04d
1452078000,2016-01-06 11:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,995,,,93,2,240,,,,,,,,,75,803,Clouds,broken clouds,04d
1452081600,2016-01-06 12:00:00 +0000 UTC,2964574,,,,279.97,279.82,280.15,994,,,81,2,210,,,,,,,,,75,803,Clouds,broken clouds,04d
1452085200,2016-01-06 13:00:00 +0000 UTC,2964574,,,,279.98,279.82,280.15,993,,,81,3,120,,,,,,,,,75,803,Clouds,broken clouds,04d
1452088800,2016-01-06 14:00:00 +0000 UTC,2964574,,,,280.15,280.15,280.15,991,,,81,5,140,,,,,,,,,75,803,Clouds,broken clouds,04d
1452096000,2016-01-06 16:00:00 +0000 UTC,2964574,,,,278.92,278.71,279.15,989,,,81,7,150,,,,,,,,,75,803,Clouds,broken clouds,04n
1452103200,2016-01-06 18:00:00 +0000 UTC,2964574,,,,281.03,280.93,281.15,986,,,81,9,140,,,,,,,,,90,500,Rain,light rain,10n
1452106800,2016-01-06 19:00:00 +0000 UTC,2964574,,,,281.15,281.15,281.15,985,,,87,11,140,,,,,,,,,75,500,Rain,light rain,10n
1452110400,2016-01-06 20:00:00 +0000 UTC,2964574,,,,280.15,280.15,280.15,984,,,93,10,140,,,,,,,,,75,500,Rain,light rain,10n
1452117600,2016-01-06 22:00:00 +0000 UTC,2964574,,,,280.15,280.15,280.15,980,,,93,12,120,,,,,,,,,75,501,Rain,moderate rain,10n
1452124800,2016-01-07 00:00:00 +0000 UTC,2964574,,,,280.15,280.15,280.15,976,,,100,13,130,,,,,,,,,75,500,Rain,light rain,10n
1452132000,2016-01-07 02:00:00 +0000 UTC,2964574,,,,281.15,281.15,281.15,974,,,93,4,180,,,,,,,,,75,500,Rain,light rain,10n
1452139200,2016-01-07 04:00:00 +0000 UTC,2964574,,,,278.63,278.15,279.15,976,,,93,9,260,,,,,,,,,75,803,Clouds,broken clouds,04n
1452146400,2016-01-07 06:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,979,,,86,10,260,,,,,,,,,75,803,Clouds,broken clouds,04n
1452150000,2016-01-07 07:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,980,,,75,11,270,,,,,,,,,75,803,Clouds,broken clouds,04n
1452153600,2016-01-07 08:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,981,,,100,10,270,,,,,,,,,75,803,Clouds,broken clouds,04n
1452157200,2016-01-07 09:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,983,,,80,8,260,,,,,,,,,75,803,Clouds,broken clouds,04d
1452160800,2016-01-07 10:00:00 +0000 UTC,2964574,,,,277.09,277.04,277.15,984,,,100,10,260,,,,,,,,,40,802,Clouds,scattered clouds,03d
1452164400,2016-01-07 11:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,986,,,75,10,260,,,,,,,,,40,802,Clouds,scattered clouds,03d
1452168000,2016-01-07 12:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,987,,,75,13,250,,,,,,,,,20,801,Clouds,few clouds,02d
1452175200,2016-01-07 14:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,990,,,75,10,250,,,,,,,,,20,801,Clouds,few clouds,02d
1452182400,2016-01-07 16:00:00 +0000 UTC,2964574,,,,276.51,275.93,277.15,991,,,100,9,240,,,,,,,,,20,801,Clouds,few clouds,02n
1452189600,2016-01-07 18:00:00 +0000 UTC,2964574,,,,276.03,275.93,276.15,992,,,86,7,230,,,,,,,,,20,801,Clouds,few clouds,02n
1452193200,2016-01-07 19:00:00 +0000 UTC,2964574,,,,276.03,275.93,276.15,993,,,100,6,230,,,,,,,,,20,801,Clouds,few clouds,02n
1452196800,2016-01-07 20:00:00 +0000 UTC,2964574,,,,277.09,277.04,277.15,993,,,100,7,230,,,,,,,,,75,803,Clouds,broken clouds,04n
1452204000,2016-01-07 22:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,993,,,100,6,240,,,,,,,,,75,803,Clouds,broken clouds,04n
1452211200,2016-01-08 00:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,993,,,80,3,200,,,,,,,,,75,803,Clouds,broken clouds,04n
1452218400,2016-01-08 02:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,992,,,86,1,0,,,,,,,,,75,803,Clouds,broken clouds,04n
1452225600,2016-01-08 04:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,991,,,93,1,170,,,,,,,,,75,803,Clouds,broken clouds,04n
1452232800,2016-01-08 06:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,990,,,93,2,130,,,,,,,,,75,803,Clouds,broken clouds,04n
1452236400,2016-01-08 07:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,990,,,93,2,160,,,,,,,,,75,500,Rain,light rain,10n
1452240000,2016-01-08 08:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,990,,,93,1,220,,,,,,,,,75,300,Drizzle,light intensity drizzle,09n
1452247200,2016-01-08 10:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,991,,,93,5,240,,,,,,,,,75,803,Clouds,broken clouds,04d
1452250800,2016-01-08 11:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,992,,,86,5,240,,,,,,,,,75,803,Clouds,broken clouds,04d
1452254400,2016-01-08 12:00:00 +0000 UTC,2964574,,,,278.92,278.71,279.15,992,,,81,4,230,,,,,,,,,40,802,Clouds,scattered clouds,03d
1452261600,2016-01-08 14:00:00 +0000 UTC,2964574,,,,279.97,279.82,280.15,992,,,75,6,210,,,,,,,,,40,802,Clouds,scattered clouds,03d
1452268800,2016-01-08 16:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,992,,,80,3,220,,,,,,,,,75,803,Clouds,broken clouds,04n
1452272400,2016-01-08 17:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,992,,,80,2,200,,,,,,,,,75,803,Clouds,broken clouds,04n
1452279600,2016-01-08 19:00:00 +0000 UTC,2964574,,,,274.15,274.15,274.15,992,,,86,1,0,,,,,,,,,75,803,Clouds,broken clouds,04n
1452283200,2016-01-08 20:00:00 +0000 UTC,2964574,,,,274.15,274.15,274.15,992,,,100,2,140,,,,,,,,,75,803,Clouds,broken clouds,04n
1452290400,2016-01-08 22:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,991,,,86,2,130,,,,,,,,,75,500,Rain,light rain,10n
1452297600,2016-01-09 00:00:00 +0000 UTC,2964574,,,,275.15,275.15,275.15,990,,,93,3,102,,,,,,,,,75,803,Clouds,broken clouds,04n
1452304800,2016-01-09 02:00:00 +0000 UTC,2964574,,,,274.15,274.15,274.15,989,,,100,2,110,,,,,,,,,40,802,Clouds,scattered clouds,03n
1452312000,2016-01-09 04:00:00 +0000 UTC,2964574,,,,273.15,273.15,273.15,988,,,100,2,110,,,,,,,,,75,803,Clouds,broken clouds,04n
1452319200,2016-01-09 06:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,985,,,100,3,120,,,,,,,,,75,803,Clouds,broken clouds,04n
1452322800,2016-01-09 07:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,985,,,100,3,120,,,,,,,,,75,500,Rain,light rain,10n
1452326400,2016-01-09 08:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,984,,,100,1,0,,,,,,,,,75,500,Rain,light rain,10n
1452333600,2016-01-09 10:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,984,,,100,1,110,,,,,,,,,75,803,Clouds,broken clouds,04d
1452337200,2016-01-09 11:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,983,,,93,3,110,,,,,,,,,40,802,Clouds,scattered clouds,03d
1452344400,2016-01-09 13:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,981,,,93,2,130,,,,,,,,,75,803,Clouds,broken clouds,04d
1452351600,2016-01-09 15:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,979,,,93,2,110,,,,,,,,,75,803,Clouds,broken clouds,04d
1452358800,2016-01-09 17:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,977,,,86,2,70,,,,,,,,,75,500,Rain,light rain,10n
1452366000,2016-01-09 19:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,975,,,93,5,20,,,,,,,,,75,500,Rain,light rain,10n
1452373200,2016-01-09 21:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,974,,,93,5,340,,,,,,,,,75,501,Rain,moderate rain,10n
1452380400,2016-01-09 23:00:00 +0000 UTC,2964574,,,,275.15,275.15,275.15,975,,,100,9,300,,,,,,,,,75,501,Rain,moderate rain,10n
1452387600,2016-01-10 01:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,975,,,100,9,260,,,,,,,,,75,500,Rain,light rain,10n
1452394800,2016-01-10 03:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,975,,,100,10,250,,,,,,,,,75,803,Clouds,broken clouds,04n
1452402000,2016-01-10 05:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,976,,,86,7,240,,,,,,,,,75,803,Clouds,broken clouds,04n
1452409200,2016-01-10 07:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,977,,,93,8,240,,,,,,,,,40,802,Clouds,scattered clouds,03n
1452416400,2016-01-10 09:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,978,,,86,7,230,,,,,,,,,75,803,Clouds,broken clouds,04d
1452423600,2016-01-10 11:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,978,,,86,5,220,,,,,,,,,75,803,Clouds,broken clouds,04d
1452430800,2016-01-10 13:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,978,,,80,7,230,,,,,,,,,75,803,Clouds,broken clouds,04d
1452438000,2016-01-10 15:00:00 +0000 UTC,2964574,,,,279.15,279.15,279.15,978,,,75,7,240,,,,,,,,,20,801,Clouds,few clouds,02d
1452441600,2016-01-10 16:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,978,,,75,6,230,,,,,,,,,20,801,Clouds,few clouds,02d
1452445200,2016-01-10 17:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,978,,,80,5,220,,,,,,,,,20,801,Clouds,few clouds,02n
1452448800,2016-01-10 18:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,978,,,86,4,220,,,,,,,,,20,801,Clouds,few clouds,02n
1452452400,2016-01-10 19:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,979,,,86,5,210,,,,,,,,,20,801,Clouds,few clouds,02n
1452456000,2016-01-10 20:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,979,,,86,4,190,,,,,,,,,20,801,Clouds,few clouds,02n
1452463200,2016-01-10 22:00:00 +0000 UTC,2964574,,,,275.15,275.15,275.15,978,,,100,4,200,,,,,,,,,40,802,Clouds,scattered clouds,03n
1452470400,2016-01-11 00:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,978,,,86,4,220,,,,,,,,,40,802,Clouds,scattered clouds,03n
1452477600,2016-01-11 02:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,977,,,86,2,190,,,,,,,,,75,803,Clouds,broken clouds,04n
1452484800,2016-01-11 04:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,977,,,86,2,190,,,,,,,,,20,801,Clouds,few clouds,02n
1452492000,2016-01-11 06:00:00 +0000 UTC,2964574,,,,275.15,275.15,275.15,977,,,93,1,220,,,,,,,,,40,802,Clouds,scattered clouds,03n
1452495600,2016-01-11 07:00:00 +0000 UTC,2964574,,,,275.15,275.15,275.15,978,,,93,2,230,,,,,,,,,75,803,Clouds,broken clouds,04n
1452499200,2016-01-11 08:00:00 +0000 UTC,2964574,,,,275.15,275.15,275.15,978,,,93,2,240,,,,,,,,,75,803,Clouds,broken clouds,04n
1452506400,2016-01-11 10:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,980,,,93,3,240,,,,,,,,,75,803,Clouds,broken clouds,04d
1452510000,2016-01-11 11:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,981,,,93,5,260,,,,,,,,,75,803,Clouds,broken clouds,04d
1452517200,2016-01-11 13:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,982,,,93,6,260,,,,,,,,,75,803,Clouds,broken clouds,04d
1452524400,2016-01-11 15:00:00 +0000 UTC,2964574,,,,278.15,278.15,278.15,984,,,86,6,280,,,,,,,,,75,803,Clouds,broken clouds,04d
1452531600,2016-01-11 17:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,986,,,93,5,290,,,,,,,,,20,801,Clouds,few clouds,02n
1452535200,2016-01-11 18:00:00 +0000 UTC,2964574,,,,277.15,277.15,277.15,987,,,86,6,280,,,,,,,,,20,801,Clouds,few clouds,02n
1452542400,2016-01-11 20:00:00 +0000 UTC,2964574,,,,276.15,276.15,276.15,989,,,93,7,270,,,,,,,,,20,801,Clouds,few clouds,02n
