,date_time,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_direction,rain_3h,cloudiness,weather_main,weather_description
1,2016-01-01 02:00:00,1.0,1.0,1.0,1016,80,2,170,,40,Clouds,scattered clouds
2,2016-01-01 04:00:00,3.0,3.0,3.0,1015,69,3,130,,40,Clouds,scattered clouds
3,2016-01-01 06:00:00,3.9399999999999977,3.890000000000043,4.0,1014,69,4,150,,40,Clouds,scattered clouds
4,2016-01-01 07:00:00,3.9399999999999977,3.890000000000043,4.0,1013,100,3,150,,75,Clouds,broken clouds
5,2016-01-01 08:00:00,4.520000000000039,4.0,5.0,1013,80,2,120,,75,Clouds,broken clouds
6,2016-01-01 10:00:00,7.8799999999999955,7.78000000000003,8.0,1011,75,11,140,,75,Clouds,broken clouds
7,2016-01-01 11:00:00,7.890000000000043,7.78000000000003,8.0,1010,75,11,140,,75,Clouds,broken clouds
8,2016-01-01 12:00:00,8.0,8.0,8.0,1008,75,13,140,,75,Clouds,broken clouds
9,2016-01-01 13:00:00,7.0,7.0,7.0,1007,87,12,130,,75,Rain,light rain
10,2016-01-01 14:00:00,7.0,7.0,7.0,1004,93,12,130,,75,Rain,light rain
11,2016-01-01 15:00:00,7.0,7.0,7.0,1003,93,12,130,,75,Rain,light rain
12,2016-01-01 16:00:00,8.0,8.0,8.0,1001,87,13,120,,75,Rain,light rain
13,2016-01-01 17:00:00,8.0,8.0,8.0,1000,87,13,120,,75,Rain,light rain
14,2016-01-01 19:00:00,8.0,8.0,8.0,998,93,13,120,,90,Rain,light rain
15,2016-01-01 20:00:00,8.0,8.0,8.0,998,93,13,120,,75,Rain,light rain
16,2016-01-01 21:00:00,8.0,8.0,8.0,997,93,11,120,,75,Rain,light rain
17,2016-01-01 23:00:00,8.0,8.0,8.0,995,93,11,110,,75,Rain,light rain
18,2016-01-02 01:00:00,8.939999999999998,8.890000000000043,9.0,993,81,8,110,,75,Clouds,broken clouds
19,2016-01-02 03:00:00,9.0,9.0,9.0,992,87,9,110,,75,Drizzle,light intensity drizzle rain
20,2016-01-02 05:00:00,9.0,9.0,9.0,993,87,6,110,,75,Drizzle,light intensity drizzle rain
21,2016-01-02 06:00:00,9.0,9.0,9.0,993,93,5,110,,75,Drizzle,light intensity drizzle rain
22,2016-01-02 08:00:00,8.939999999999998,8.890000000000043,9.0,994,93,4,90,,75,Clouds,broken clouds
23,2016-01-02 09:00:00,9.0,9.0,9.0,994,93,3,80,,75,Clouds,broken clouds
24,2016-01-02 10:00:00,9.0,9.0,9.0,995,93,2,80,,75,Clouds,broken clouds
25,2016-01-02 11:00:00,9.0,9.0,9.0,996,100,3,50,,75,Clouds,broken clouds
26,2016-01-02 12:00:00,10.0,10.0,10.0,996,93,3,60,,75,Clouds,broken clouds
27,2016-01-02 13:00:00,10.0,10.0,10.0,997,93,2,360,,75,Clouds,broken clouds
28,2016-01-02 14:00:00,10.0,10.0,10.0,997,93,2,310,,75,Clouds,broken clouds
29,2016-01-02 15:00:00,10.0,10.0,10.0,998,87,2,330,,75,Clouds,broken clouds
30,2016-01-02 16:00:00,9.0,9.0,9.0,998,100,2,270,,75,Clouds,broken clouds
31,2016-01-02 17:00:00,9.0,9.0,9.0,999,93,3,280,,75,Drizzle,light intensity drizzle rain
32,2016-01-02 19:00:00,8.0,8.0,8.0,999,100,5,250,,75,Drizzle,light intensity drizzle
33,2016-01-02 20:00:00,7.0,7.0,7.0,999,100,5,240,,75,Drizzle,light intensity drizzle
34,2016-01-02 22:00:00,6.0,6.0,6.0,999,100,6,240,,75,Drizzle,light intensity drizzle
35,2016-01-03 00:00:00,5.0,5.0,5.0,997,93,4,230,,75,Clouds,broken clouds
36,2016-01-03 02:00:00,5.0,5.0,5.0,995,80,1,0,,90,Clouds,overcast clouds
37,2016-01-03 04:00:00,6.0,6.0,6.0,991,81,4,120,,75,Clouds,broken clouds
38,2016-01-03 05:00:00,7.0,7.0,7.0,990,81,6,130,,75,Clouds,broken clouds
39,2016-01-03 06:00:00,8.0,8.0,8.0,986,93,11,130,,75,Rain,light rain
40,2016-01-03 07:00:00,8.0,8.0,8.0,984,93,12,120,,75,Rain,light rain
41,2016-01-03 08:00:00,8.0,8.0,8.0,982,93,12,110,,75,Rain,light rain
42,2016-01-03 10:00:00,8.0,8.0,8.0,980,93,5,200,,75,Clouds,broken clouds
43,2016-01-03 12:00:00,10.0,10.0,10.0,979,76,3,210,,20,Clouds,few clouds
44,2016-01-03 14:00:00,10.0,10.0,10.0,978,71,3,180,,20,Clouds,few clouds
45,2016-01-03 16:00:00,9.0,9.0,9.0,977,81,3,140,,40,Clouds,scattered clouds
46,2016-01-03 18:00:00,5.0,5.0,5.0,976,93,3,130,,20,Clouds,few clouds
47,2016-01-03 19:00:00,5.480000000000018,5.0,6.0,976,93,3,150,,20,Clouds,few clouds
48,2016-01-03 21:00:00,5.0,5.0,5.0,975,93,2,120,,40,Clouds,scattered clouds
49,2016-01-03 23:00:00,4.0,4.0,4.0,974,100,3,130,,75,Clouds,broken clouds
50,2016-01-04 01:00:00,5.2900000000000205,5.0,5.560000000000002,974,100,2,170,,75,Clouds,broken clouds
51,2016-01-04 03:00:00,7.0,7.0,7.0,974,87,1,0,,75,Clouds,broken clouds
52,2016-01-04 05:00:00,4.0,4.0,4.0,974,93,1,0,,75,Clouds,broken clouds
53,2016-01-04 07:00:00,4.0,4.0,4.0,975,100,0,0,,75,Clouds,broken clouds
54,2016-01-04 09:00:00,6.0,6.0,6.0,975,93,1,0,,75,Clouds,broken clouds
55,2016-01-04 11:00:00,9.0,9.0,9.0,975,81,1,0,,40,Clouds,scattered clouds
56,2016-01-04 12:00:00,9.0,9.0,9.0,975,81,1,0,,75,Clouds,broken clouds
57,2016-01-04 13:00:00,8.939999999999998,8.890000000000043,9.0,975,81,1,0,,20,Clouds,few clouds
58,2016-01-04 14:00:00,8.0,8.0,8.0,975,81,1,0,,20,Clouds,few clouds
59,2016-01-04 15:00:00,6.82000000000005,6.670000000000016,7.0,975,87,2,290,,20,Clouds,few clouds
60,2016-01-04 16:00:00,6.0,6.0,6.0,975,87,1,290,,40,Clouds,scattered clouds
61,2016-01-04 17:00:00,5.0,5.0,5.0,975,93,1,0,,40,Clouds,scattered clouds
62,2016-01-04 19:00:00,2.8799999999999955,2.7800000000000296,3.0,976,93,1,0,,75,Fog,fog
63,2016-01-04 20:00:00,3.0,3.0,3.0,977,93,1,0,,40,Fog,fog
64,2016-01-04 22:00:00,4.0,4.0,4.0,977,100,1,350,,75,Rain,light rain
65,2016-01-05 00:00:00,5.0,5.0,5.0,977,100,3,300,,75,Rain,light rain
66,2016-01-05 02:00:00,5.0,5.0,5.0,978,100,3,300,,75,Rain,light rain
67,2016-01-05 04:00:00,6.0,6.0,6.0,978,100,2,340,,75,Clouds,broken clouds
68,2016-01-05 06:00:00,7.0,7.0,7.0,978,93,4,10,,75,Rain,light rain
69,2016-01-05 07:00:00,7.0,7.0,7.0,979,93,4,10,,75,Rain,light rain
70,2016-01-05 08:00:00,7.0,7.0,7.0,980,93,4,350,,75,Rain,light rain
71,2016-01-05 10:00:00,6.0,6.0,6.0,981,100,6,330,,75,Rain,light rain
72,2016-01-05 12:00:00,7.0,7.0,7.0,982,93,7,330,,75,Rain,light rain
73,2016-01-05 13:00:00,7.0,7.0,7.0,983,93,6,330,,75,Rain,light rain
74,2016-01-05 14:00:00,6.0,6.0,6.0,984,100,3,330,,75,Rain,light rain
75,2016-01-05 15:00:00,7.0,7.0,7.0,985,93,4,330,,75,Rain,light rain
76,2016-01-05 16:00:00,7.0,7.0,7.0,986,93,5,350,,75,Rain,light rain
77,2016-01-05 18:00:00,6.0,6.0,6.0,988,100,4,330,,75,Rain,light rain
78,2016-01-05 19:00:00,6.0,6.0,6.0,989,93,5,320,,75,Clouds,broken clouds
79,2016-01-05 20:00:00,6.0,6.0,6.0,990,93,6,310,,75,Clouds,broken clouds
80,2016-01-05 21:00:00,6.0,6.0,6.0,991,93,6,310,,75,Clouds,broken clouds
81,2016-01-05 23:00:00,6.0,6.0,6.0,992,93,5,310,,75,Clouds,broken clouds
82,2016-01-06 01:00:00,6.0,6.0,6.0,993,93,4,310,,75,Clouds,broken clouds
83,2016-01-06 03:00:00,5.0,5.0,5.0,994,100,4,270,,75,Clouds,broken clouds
84,2016-01-06 05:00:00,3.9399999999999977,3.890000000000043,4.0,994,100,2,300,,75,Clouds,broken clouds
85,2016-01-06 06:00:00,4.0,4.0,4.0,995,100,3,240,,75,Clouds,broken clouds
86,2016-01-06 07:00:00,5.0,5.0,5.0,995,93,4,250,,75,Clouds,broken clouds
87,2016-01-06 08:00:00,5.0,5.0,5.0,995,93,3,260,,75,Clouds,broken clouds
88,2016-01-06 09:00:00,5.0,5.0,5.0,995,93,2,260,,75,Clouds,broken clouds
89,2016-01-06 10:00:00,5.0,5.0,5.0,995,93,2,240,,75,Clouds,broken clouds
90,2016-01-06 11:00:00,5.0,5.0,5.0,995,93,2,240,,75,Clouds,broken clouds
91,2016-01-06 12:00:00,6.82000000000005,6.670000000000016,7.0,994,81,2,210,,75,Clouds,broken clouds
92,2016-01-06 13:00:00,6.830000000000041,6.670000000000016,7.0,993,81,3,120,,75,Clouds,broken clouds
93,2016-01-06 14:00:00,7.0,7.0,7.0,991,81,5,140,,75,Clouds,broken clouds
94,2016-01-06 16:00:00,5.770000000000039,5.560000000000002,6.0,989,81,7,150,,75,Clouds,broken clouds
95,2016-01-06 18:00:00,7.8799999999999955,7.78000000000003,8.0,986,81,9,140,,90,Rain,light rain
96,2016-01-06 19:00:00,8.0,8.0,8.0,985,87,11,140,,75,Rain,light rain
97,2016-01-06 20:00:00,7.0,7.0,7.0,984,93,10,140,,75,Rain,light rain
98,2016-01-06 22:00:00,7.0,7.0,7.0,980,93,12,120,,75,Rain,moderate rain
99,2016-01-07 00:00:00,7.0,7.0,7.0,976,100,13,130,,75,Rain,light rain
100,2016-01-07 02:00:00,8.0,8.0,8.0,974,93,4,180,,75,Rain,light rain
101,2016-01-07 04:00:00,5.480000000000018,5.0,6.0,976,93,9,260,,75,Clouds,broken clouds
102,2016-01-07 06:00:00,5.0,5.0,5.0,979,86,10,260,,75,Clouds,broken clouds
103,2016-01-07 07:00:00,5.0,5.0,5.0,980,75,11,270,,75,Clouds,broken clouds
104,2016-01-07 08:00:00,5.0,5.0,5.0,981,100,10,270,,75,Clouds,broken clouds
105,2016-01-07 09:00:00,4.0,4.0,4.0,983,80,8,260,,75,Clouds,broken clouds
106,2016-01-07 10:00:00,3.9399999999999977,3.890000000000043,4.0,984,100,10,260,,40,Clouds,scattered clouds
107,2016-01-07 11:00:00,5.0,5.0,5.0,986,75,10,260,,40,Clouds,scattered clouds
108,2016-01-07 12:00:00,5.0,5.0,5.0,987,75,13,250,,20,Clouds,few clouds
109,2016-01-07 14:00:00,5.0,5.0,5.0,990,75,10,250,,20,Clouds,few clouds
110,2016-01-07 16:00:00,3.3600000000000136,2.7800000000000296,4.0,991,100,9,240,,20,Clouds,few clouds
111,2016-01-07 18:00:00,2.8799999999999955,2.7800000000000296,3.0,992,86,7,230,,20,Clouds,few clouds
112,2016-01-07 19:00:00,2.8799999999999955,2.7800000000000296,3.0,993,100,6,230,,20,Clouds,few clouds
113,2016-01-07 20:00:00,3.9399999999999977,3.890000000000043,4.0,993,100,7,230,,75,Clouds,broken clouds
114,2016-01-07 22:00:00,5.0,5.0,5.0,993,100,6,240,,75,Clouds,broken clouds
115,2016-01-08 00:00:00,4.0,4.0,4.0,993,80,3,200,,75,Clouds,broken clouds
116,2016-01-08 02:00:00,4.0,4.0,4.0,992,86,1,0,,75,Clouds,broken clouds
117,2016-01-08 04:00:00,3.0,3.0,3.0,991,93,1,170,,75,Clouds,broken clouds
118,2016-01-08 06:00:00,3.0,3.0,3.0,990,93,2,130,,75,Clouds,broken clouds
119,2016-01-08 07:00:00,4.0,4.0,4.0,990,93,2,160,,75,Rain,light rain
120,2016-01-08 08:00:00,5.0,5.0,5.0,990,93,1,220,,75,Drizzle,light intensity drizzle
121,2016-01-08 10:00:00,5.0,5.0,5.0,991,93,5,240,,75,Clouds,broken clouds
122,2016-01-08 11:00:00,5.0,5.0,5.0,992,86,5,240,,75,Clouds,broken clouds
123,2016-01-08 12:00:00,5.770000000000039,5.560000000000002,6.0,992,81,4,230,,40,Clouds,scattered clouds
124,2016-01-08 14:00:00,6.82000000000005,6.670000000000016,7.0,992,75,6,210,,40,Clouds,scattered clouds
125,2016-01-08 16:00:00,5.0,5.0,5.0,992,80,3,220,,75,Clouds,broken clouds
126,2016-01-08 17:00:00,4.0,4.0,4.0,992,80,2,200,,75,Clouds,broken clouds
127,2016-01-08 19:00:00,1.0,1.0,1.0,992,86,1,0,,75,Clouds,broken clouds
128,2016-01-08 20:00:00,1.0,1.0,1.0,992,100,2,140,,75,Clouds,broken clouds
129,2016-01-08 22:00:00,3.0,3.0,3.0,991,86,2,130,,75,Rain,light rain
130,2016-01-09 00:00:00,2.0,2.0,2.0,990,93,3,102,,75,Clouds,broken clouds
131,2016-01-09 02:00:00,1.0,1.0,1.0,989,100,2,110,,40,Clouds,scattered clouds
132,2016-01-09 04:00:00,0.0,0.0,0.0,988,100,2,110,,75,Clouds,broken clouds
133,2016-01-09 06:00:00,3.0,3.0,3.0,985,100,3,120,,75,Clouds,broken clouds
134,2016-01-09 07:00:00,4.0,4.0,4.0,985,100,3,120,,75,Rain,light rain
135,2016-01-09 08:00:00,4.0,4.0,4.0,984,100,1,0,,75,Rain,light rain
136,2016-01-09 10:00:00,4.0,4.0,4.0,984,100,1,110,,75,Clouds,broken clouds
137,2016-01-09 11:00:00,5.0,5.0,5.0,983,93,3,110,,40,Clouds,scattered clouds
138,2016-01-09 13:00:00,5.0,5.0,5.0,981,93,2,130,,75,Clouds,broken clouds
139,2016-01-09 15:00:00,5.0,5.0,5.0,979,93,2,110,,75,Clouds,broken clouds
140,2016-01-09 17:00:00,5.0,5.0,5.0,977,86,2,70,,75,Rain,light rain
141,2016-01-09 19:00:00,4.0,4.0,4.0,975,93,5,20,,75,Rain,light rain
142,2016-01-09 21:00:00,4.0,4.0,4.0,974,93,5,340,,75,Rain,moderate rain
143,2016-01-09 23:00:00,2.0,2.0,2.0,975,100,9,300,,75,Rain,moderate rain
144,2016-01-10 01:00:00,3.0,3.0,3.0,975,100,9,260,,75,Rain,light rain
145,2016-01-10 03:00:00,3.0,3.0,3.0,975,100,10,250,,75,Clouds,broken clouds
146,2016-01-10 05:00:00,4.0,4.0,4.0,976,86,7,240,,75,Clouds,broken clouds
147,2016-01-10 07:00:00,3.0,3.0,3.0,977,93,8,240,,40,Clouds,scattered clouds
148,2016-01-10 09:00:00,3.0,3.0,3.0,978,86,7,230,,75,Clouds,broken clouds
149,2016-01-10 11:00:00,4.0,4.0,4.0,978,86,5,220,,75,Clouds,broken clouds
150,2016-01-10 13:00:00,5.0,5.0,5.0,978,80,7,230,,75,Clouds,broken clouds
151,2016-01-10 15:00:00,6.0,6.0,6.0,978,75,7,240,,20,Clouds,few clouds
152,2016-01-10 16:00:00,5.0,5.0,5.0,978,75,6,230,,20,Clouds,few clouds
153,2016-01-10 17:00:00,4.0,4.0,4.0,978,80,5,220,,20,Clouds,few clouds
154,2016-01-10 18:00:00,3.0,3.0,3.0,978,86,4,220,,20,Clouds,few clouds
155,2016-01-10 19:00:00,3.0,3.0,3.0,979,86,5,210,,20,Clouds,few clouds
156,2016-01-10 20:00:00,3.0,3.0,3.0,979,86,4,190,,20,Clouds,few clouds
157,2016-01-10 22:00:00,2.0,2.0,2.0,978,100,4,200,,40,Clouds,scattered clouds
158,2016-01-11 00:00:00,3.0,3.0,3.0,978,86,4,220,,40,Clouds,scattered clouds
159,2016-01-11 02:00:00,3.0,3.0,3.0,977,86,2,190,,75,Clouds,broken clouds
160,2016-01-11 04:00:00,3.0,3.0,3.0,977,86,2,190,,20,Clouds,few clouds
161,2016-01-11 06:00:00,2.0,2.0,2.0,977,93,1,220,,40,Clouds,scattered clouds
162,2016-01-11 07:00:00,2.0,2.0,2.0,978,93,2,230,,75,Clouds,broken clouds
163,2016-01-11 08:00:00,2.0,2.0,2.0,978,93,2,240,,75,Clouds,broken clouds
164,2016-01-11 10:00:00,3.0,3.0,3.0,980,93,3,240,,75,Clouds,broken clouds
165,2016-01-11 11:00:00,3.0,3.0,3.0,981,93,5,260,,75,Clouds,broken clouds
166,2016-01-11 13:00:00,4.0,4.0,4.0,982,93,6,260,,75,Clouds,broken clouds
167,2016-01-11 15:00:00,5.0,5.0,5.0,984,86,6,280,,75,Clouds,broken clouds
168,2016-01-11 17:00:00,4.0,4.0,4.0,986,93,5,290,,20,Clouds,few clouds
169,2016-01-11 18:00:00,4.0,4.0,4.0,987,86,6,280,,20,Clouds,few clouds
170,2016-01-11 20:00:00,3.0,3.0,3.0,989,93,7,270,,20,Clouds,few clouds
171,2016-01-11 22:00:00,3.0,3.0,3.0,991,86,8,270,,40,Clouds,scattered clouds
172,2016-01-12 00:00:00,3.0,3.0,3.0,993,86,9,270,,40,Clouds,scattered clouds
173,2016-01-12 02:00:00,3.0,3.0,3.0,993,86,10,270,,20,Clouds,few clouds
174,2016-01-12 04:00:00,3.0,3.0,3.0,994,86,11,270,,75,Clouds,broken clouds
175,2016-01-12 06:00:00,4.0,4.0,4.0,995,86,12,270,,75,Drizzle,light intensity drizzle rain
176,2016-01-12 07:00:00,3.0,3.0,3.0,996,93,10,270,,75,Clouds,broken clouds
177,2016-01-12 08:00:00,4.0,4.0,4.0,997,86,11,280,,75,Rain,light rain
178,2016-01-12 10:00:00,4.0,4.0,4.0,1000,86,12,290,,75,Rain,light rain
179,2016-01-12 11:00:00,4.0,4.0,4.0,1001,86,11,290,,75,Clouds,broken clouds
180,2016-01-12 12:00:00,5.0,5.0,5.0,1002,75,10,290,,75,Clouds,broken clouds
181,2016-01-12 13:00:00,5.0,5.0,5.0,1003,75,11,290,,75,Clouds,broken clouds
182,2016-01-12 15:00:00,6.0,6.0,6.0,1005,100,11,290,,40,Clouds,scattered clouds
183,2016-01-12 17:00:00,4.0,4.0,4.0,1008,100,7,280,,20,Clouds,few clouds
184,2016-01-12 18:00:00,3.0,3.0,3.0,1009,100,7,270,,20,Clouds,few clouds
185,2016-01-12 20:00:00,2.0,2.0,2.0,1010,100,8,270,,20,Clouds,few clouds
186,2016-01-12 22:00:00,1.0,1.0,1.0,1012,100,7,270,,20,Clouds,few clouds
187,2016-01-13 00:00:00,1.0,1.0,1.0,1013,86,7,260,,20,Clouds,few clouds
188,2016-01-13 02:00:00,0.0,0.0,0.0,1013,100,6,240,,20,Clouds,few clouds
189,2016-01-13 04:00:00,0.0,0.0,0.0,1013,100,4,240,,40,Clouds,scattered clouds
190,2016-01-13 06:00:00,2.0,2.0,2.0,1012,100,5,230,,40,Clouds,scattered clouds
191,2016-01-13 07:00:00,3.0,3.0,3.0,1012,100,5,230,,75,Clouds,broken clouds
192,2016-01-13 09:00:00,3.0,3.0,3.0,1011,100,4,200,,75,Clouds,broken clouds
193,2016-01-13 11:00:00,4.0,4.0,4.0,1010,80,3,200,,75,Clouds,broken clouds
194,2016-01-13 13:00:00,7.3840000000000146,7.3840000000000146,7.3840000000000146,1012,100,10,218,,48,Clouds,scattered clouds
195,2016-01-13 15:00:00,4.0,4.0,4.0,1005,86,3,200,,75,Clouds,broken clouds
196,2016-01-13 17:00:00,4.0,4.0,4.0,1004,86,5,220,,75,Rain,light intensity shower rain
197,2016-01-13 19:00:00,3.0,3.0,3.0,1003,86,9,260,,75,Clouds,broken clouds
198,2016-01-13 21:00:00,2.0,2.0,2.0,1003,93,8,260,,75,Rain,light rain
199,2016-01-13 23:00:00,1.0,1.0,1.0,1004,100,6,260,,75,Clouds,broken clouds
200,2016-01-14 01:00:00,1.0,1.0,1.0,1004,100,6,260,,75,Clouds,broken clouds
201,2016-01-14 03:00:00,1.0,1.0,1.0,1005,100,6,280,,75,Clouds,broken clouds
202,2016-01-14 05:00:00,0.0,0.0,0.0,1006,100,5,280,,75,Clouds,broken clouds
203,2016-01-14 07:00:00,1.0,1.0,1.0,1008,100,5,310,,75,Clouds,broken clouds
204,2016-01-14 09:00:00,0.0,0.0,0.0,1011,100,4,310,,20,Clouds,few clouds
205,2016-01-14 11:00:00,1.0,1.0,1.0,1013,100,6,280,,20,Clouds,few clouds
206,2016-01-14 13:00:00,4.0,4.0,4.0,1014,100,6,280,,75,Clouds,broken clouds
207,2016-01-14 15:00:00,3.0,3.0,3.0,1015,100,6,280,,75,Rain,proximity shower rain
208,2016-01-14 17:00:00,2.0,2.0,2.0,1016,100,7,280,,75,Clouds,broken clouds
209,2016-01-14 19:00:00,0.0,0.0,0.0,1017,100,6,270,,20,Clouds,few clouds
210,2016-01-14 21:00:00,0.0,0.0,0.0,1018,100,5,270,,20,Clouds,few clouds
211,2016-01-14 23:00:00,0.0,0.0,0.0,1019,100,6,260,,20,Clouds,few clouds
212,2016-01-15 01:00:00,0.0,0.0,0.0,1020,100,6,250,,40,Clouds,scattered clouds
213,2016-01-15 03:00:00,0.0,0.0,0.0,1021,100,7,270,,20,Clouds,few clouds
214,2016-01-15 05:00:00,0.0,0.0,0.0,1022,100,6,270,,20,Clouds,few clouds
215,2016-01-15 07:00:00,0.0,0.0,0.0,1023,100,5,270,,20,Clouds,few clouds
216,2016-01-15 09:00:00,0.0,0.0,0.0,1024,100,6,260,,20,Clouds,few clouds
217,2016-01-15 11:00:00,1.0,1.0,1.0,1025,100,6,250,,20,Clouds,few clouds
218,2016-01-15 13:00:00,3.0,3.0,3.0,1025,86,9,260,,20,Clouds,few clouds
219,2016-01-15 15:00:00,4.0,4.0,4.0,1025,100,8,260,,20,Clouds,few clouds
220,2016-01-15 17:00:00,3.0,3.0,3.0,1026,100,8,290,,40,Clouds,scattered clouds
221,2016-01-15 19:00:00,1.0,1.0,1.0,1027,100,5,290,,20,Clouds,few clouds
222,2016-01-15 21:00:00,0.0,0.0,0.0,1028,100,5,270,,0,Clear,Sky is Clear
223,2016-01-15 23:00:00,0.0,0.0,0.0,1030,100,4,270,,0,Clear,Sky is Clear
224,2016-01-16 01:00:00,1.0,1.0,1.0,1030,86,4,240,,0,Clear,Sky is Clear
225,2016-01-16 03:00:00,0.0,0.0,0.0,1030,100,4,260,,0,Clear,Sky is Clear
226,2016-01-16 05:00:00,0.0,0.0,0.0,1030,100,4,250,,0,Clear,Sky is Clear
227,2016-01-16 06:00:00,1.0,1.0,1.0,1030,86,4,260,,0,Clear,Sky is Clear
228,2016-01-16 07:00:00,1.0,1.0,1.0,1030,100,4,250,,0,Clear,Sky is Clear
229,2016-01-16 08:00:00,1.0,1.0,1.0,1029,100,4,250,,75,Clouds,broken clouds
230,2016-01-16 10:00:00,2.0,2.0,2.0,1029,100,3,250,,75,Clouds,broken clouds
231,2016-01-16 12:00:00,3.0,3.0,3.0,1028,100,3,230,,75,Clouds,broken clouds
232,2016-01-16 13:00:00,4.0,4.0,4.0,1028,80,2,210,,75,Rain,light rain
233,2016-01-16 14:00:00,5.0,5.0,5.0,1027,80,5,230,,75,Clouds,broken clouds
234,2016-01-16 16:00:00,5.0,5.0,5.0,1026,86,5,240,,75,Clouds,broken clouds
235,2016-01-16 17:00:00,5.0,5.0,5.0,1026,86,4,240,,75,Clouds,broken clouds
236,2016-01-16 18:00:00,5.0,5.0,5.0,1026,93,5,240,,75,Clouds,broken clouds
237,2016-01-16 19:00:00,5.0,5.0,5.0,1026,93,5,240,,75,Rain,light rain
238,2016-01-16 21:00:00,5.0,5.0,5.0,1026,100,4,240,,75,Drizzle,light intensity drizzle
239,2016-01-16 23:00:00,5.0,5.0,5.0,1025,100,5,250,,75,Clouds,broken clouds
240,2016-01-17 01:00:00,4.0,4.0,4.0,1025,100,3,270,,75,Clouds,broken clouds
241,2016-01-17 03:00:00,2.0,2.0,2.0,1024,100,1,270,,75,Clouds,broken clouds
242,2016-01-17 05:00:00,0.0,0.0,0.0,1023,100,1,170,,75,Fog,fog
243,2016-01-17 06:00:00,2.0,2.0,2.0,1022,100,2,110,,75,Clouds,broken clouds
244,2016-01-17 08:00:00,4.0,4.0,4.0,1022,100,2,150,,75,Clouds,broken clouds
245,2016-01-17 09:00:00,4.0,4.0,4.0,1022,93,2,120,,75,Clouds,broken clouds
246,2016-01-17 10:00:00,6.0,6.0,6.0,1021,87,4,130,,75,Clouds,broken clouds
247,2016-01-17 11:00:00,6.0,6.0,6.0,1020,87,4,140,,75,Clouds,broken clouds
248,2016-01-17 13:00:00,7.0,7.0,7.0,1018,93,4,130,,75,Clouds,broken clouds
249,2016-01-17 14:00:00,7.0,7.0,7.0,1018,93,5,130,,75,Clouds,broken clouds
250,2016-01-17 15:00:00,8.0,8.0,8.0,1016,87,6,130,,75,Rain,light rain
251,2016-01-17 16:00:00,8.0,8.0,8.0,1016,87,5,130,,75,Clouds,broken clouds
252,2016-01-17 17:00:00,8.0,8.0,8.0,1015,93,5,140,,75,Rain,light rain
253,2016-01-17 19:00:00,8.0,8.0,8.0,1013,93,8,140,,75,Rain,light rain
254,2016-01-17 20:00:00,8.0,8.0,8.0,1013,93,6,140,,75,Rain,light rain
255,2016-01-17 21:00:00,7.0,7.0,7.0,1012,93,9,140,,75,Drizzle,light intensity drizzle
256,2016-01-17 23:00:00,7.0,7.0,7.0,1010,93,10,140,,75,Drizzle,light intensity drizzle rain
257,2016-01-18 01:00:00,7.0,7.0,7.0,1009,93,9,130,,75,Drizzle,light intensity drizzle rain
258,2016-01-18 03:00:00,7.0,7.0,7.0,1008,93,7,140,,75,Drizzle,light intensity drizzle rain
259,2016-01-18 05:00:00,7.0,7.0,7.0,1007,93,9,140,,75,Drizzle,light intensity drizzle rain
260,2016-01-18 06:00:00,7.0,7.0,7.0,1008,87,8,130,,75,Clouds,broken clouds
261,2016-01-18 08:00:00,7.0,7.0,7.0,1008,81,6,130,,75,Clouds,broken clouds
262,2016-01-18 10:00:00,7.0,7.0,7.0,1009,81,6,130,,75,Clouds,broken clouds
263,2016-01-18 12:00:00,7.0,7.0,7.0,1010,87,4,130,,75,Clouds,broken clouds
264,2016-01-18 13:00:00,7.0,7.0,7.0,1010,81,4,140,,75,Clouds,broken clouds
265,2016-01-18 14:00:00,7.0,7.0,7.0,1010,81,3,150,,75,Clouds,broken clouds
266,2016-01-18 15:00:00,7.0,7.0,7.0,1010,81,3,150,,90,Drizzle,light intensity drizzle
267,2016-01-18 16:00:00,6.0,6.0,6.0,1011,93,2,140,,75,Drizzle,light intensity drizzle
268,2016-01-18 18:00:00,6.0,6.0,6.0,1012,93,3,120,,75,Drizzle,light intensity drizzle rain
269,2016-01-18 19:00:00,6.0,6.0,6.0,1012,93,2,140,,90,Drizzle,light intensity drizzle rain
270,2016-01-18 21:00:00,5.0,5.0,5.0,1013,93,2,130,,75,Drizzle,light intensity drizzle rain
271,2016-01-18 23:00:00,4.0,4.0,4.0,1013,93,2,100,,75,Clouds,broken clouds
272,2016-01-19 01:00:00,2.0,2.0,2.0,1013,100,2,90,,75,Mist,mist
273,2016-01-19 03:00:00,2.0,2.0,2.0,1013,100,1,90,,75,Clouds,broken clouds
274,2016-01-19 05:00:00,3.0,3.0,3.0,1014,100,1,10,,75,Clouds,broken clouds
275,2016-01-19 07:00:00,4.0,4.0,4.0,1014,100,1,0,,75,Clouds,broken clouds
276,2016-01-19 09:00:00,4.0,4.0,4.0,1015,100,0,350,,75,Clouds,broken clouds
277,2016-01-19 11:00:00,5.0,5.0,5.0,1015,100,3,111,,75,Clouds,broken clouds
278,2016-01-19 13:00:00,6.0,6.0,6.0,1015,100,1,0,,75,Clouds,broken clouds
