stop_number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1989,68X,68,13,40,,,,,,,,,,,,,,,,,,,
1990,40,13,68,,,,,,,,,,,,,,,,,,,,
1992,68,13,40,,,,,,,,,,,,,,,,,,,,
1993,40,13,,,,,,,,,,,,,,,,,,,,,
1994,13,40,,,,,,,,,,,,,,,,,,,,,
1995,40,123,13,68X,,,,,,,,,,,,,,,,,,,
1996,13,123,40,,,,,,,,,,,,,,,,,,,,
1997,40,123,13,,,,,,,,,,,,,,,,,,,,
1998,13,68X,123,40,,,,,,,,,,,,,,,,,,,
1999,40,123,13,,,,,,,,,,,,,,,,,,,,
2001,13,123,40,747,,,,,,,,,,,,,,,,,,,
2002,747,40,77A,77X,49,123,13,68X,27,,,,,,,,,,,,,,
2003,56A,54A,150,,,,,,,,,,,,,,,,,,,,
2007,145,47,7B,7D,84X,116,46A,17,,,,,,,,,,,,,,,
2008,17,46A,116,7D,7B,47,145,,,,,,,,,,,,,,,,
2009,145,47,7B,7D,116,46A,17,,,,,,,,,,,,,,,,
2010,17,46A,116,7D,7B,47,145,,,,,,,,,,,,,,,,
2011,47,116,,,,,,,,,,,,,,,,,,,,,
2012,116,47,,,,,,,,,,,,,,,,,,,,,
2013,75,145,46A,,,,,,,,,,,,,,,,,,,,
2014,46A,145,75,84X,,,,,,,,,,,,,,,,,,,
2015,75,145,46A,,,,,,,,,,,,,,,,,,,,
2016,46A,145,75,84X,,,,,,,,,,,,,,,,,,,
2017,84X,75,145,46A,,,,,,,,,,,,,,,,,,,
2018,46A,75,,,,,,,,,,,,,,,,,,,,,
2019,75,46A,,,,,,,,,,,,,,,,,,,,,
2020,46A,75,,,,,,,,,,,,,,,,,,,,,
2021,75,46A,,,,,,,,,,,,,,,,,,,,,
2022,46A,75,,,,,,,,,,,,,,,,,,,,,
2023,7B,7D,63,,,,,,,,,,,,,,,,,,,,
2024,63,7D,7B,,,,,,,,,,,,,,,,,,,,
2025,7B,7D,63,,,,,,,,,,,,,,,,,,,,
2026,63,4,,,,,,,,,,,,,,,,,,,,,
2027,63,,,,,,,,,,,,,,,,,,,,,,
2028,63,,,,,,,,,,,,,,,,,,,,,,
2029,63,,,,,,,,,,,,,,,,,,,,,,
2030,63,,,,,,,,,,,,,,,,,,,,,,
2031,63,46A,111,75,,,,,,,,,,,,,,,,,,,
2032,75,111,46A,63,,,,,,,,,,,,,,,,,,,
2033,63,46A,111,75,,,,,,,,,,,,,,,,,,,
2034,75,111,46A,63,,,,,,,,,,,,,,,,,,,
2035,63,46A,111,75,7,7A,,,,,,,,,,,,,,,,,
2036,7A,7,75,111,46A,63,,,,,,,,,,,,,,,,,
2037,59,45A,111,,,,,,,,,,,,,,,,,,,,
2039,46A,63,75,,,,,,,,,,,,,,,,,,,,
2040,75,7,7A,63,46A,45A,,,,,,,,,,,,,,,,,
2041,46A,63,7A,7D,7,75,,,,,,,,,,,,,,,,,
2042,75,63,46A,111,,,,,,,,,,,,,,,,,,,
2043,111,46A,63,75,,,,,,,,,,,,,,,,,,,
2044,75,63,46A,111,,,,,,,,,,,,,,,,,,,
2045,111,46A,63,75,,,,,,,,,,,,,,,,,,,
2046,75,63,46A,111,,,,,,,,,,,,,,,,,,,
2047,63,,,,,,,,,,,,,,,,,,,,,,
2048,63,,,,,,,,,,,,,,,,,,,,,,
2049,63,,,,,,,,,,,,,,,,,,,,,,
2050,63,,,,,,,,,,,,,,,,,,,,,,
2051,63,4,,,,,,,,,,,,,,,,,,,,,
2052,17,,,,,,,,,,,,,,,,,,,,,,
2053,63,7D,7B,,,,,,,,,,,,,,,,,,,,
2054,7B,7D,63,,,,,,,,,,,,,,,,,,,,
2055,63,7D,7B,,,,,,,,,,,,,,,,,,,,
2056,75,46A,,,,,,,,,,,,,,,,,,,,,
2057,46A,75,,,,,,,,,,,,,,,,,,,,,
2058,75,46A,,,,,,,,,,,,,,,,,,,,,
2059,46A,75,,,,,,,,,,,,,,,,,,,,,
2060,75,84X,145,46A,,,,,,,,,,,,,,,,,,,
2061,46A,145,75,,,,,,,,,,,,,,,,,,,,
2062,75,84X,145,46A,,,,,,,,,,,,,,,,,,,
2063,46A,145,75,,,,,,,,,,,,,,,,,,,,
2064,75,84X,145,118,46A,,,,,,,,,,,,,,,,,,
2065,46A,118,145,75,,,,,,,,,,,,,,,,,,,
2066,47,,,,,,,,,,,,,,,,,,,,,,
2067,47,,,,,,,,,,,,,,,,,,,,,,
2068,47,7B,7D,145,118,46A,46E,116,17,,,,,,,,,,,,,,
2069,17,116,46A,118,145,7D,7B,47,46E,,,,,,,,,,,,,,
2070,46E,47,7B,7D,145,118,46A,116,17,,,,,,,,,,,,,,
2071,17,47,,,,,,,,,,,,,,,,,,,,,
2072,47,17,,,,,,,,,,,,,,,,,,,,,
2073,47,,,,,,,,,,,,,,,,,,,,,,
2074,47,,,,,,,,,,,,,,,,,,,,,,
2075,47,,,,,,,,,,,,,,,,,,,,,,
2076,47,,,,,,,,,,,,,,,,,,,,,,
2079,47,,,,,,,,,,,,,,,,,,,,,,
2080,47,,,,,,,,,,,,,,,,,,,,,,
2081,47,,,,,,,,,,,,,,,,,,,,,,
2082,47,17,,,,,,,,,,,,,,,,,,,,,
2083,17,47,,,,,,,,,,,,,,,,,,,,,
2084,47,46E,7D,7B,118,145,17,116,46A,,,,,,,,,,,,,,
2085,17,27X,47,,,,,,,,,,,,,,,,,,,,
2086,47,27X,17,,,,,,,,,,,,,,,,,,,,
2087,47,,,,,,,,,,,,,,,,,,,,,,
2088,47,7D,27X,,,,,,,,,,,,,,,,,,,,
2089,27X,7D,47,,,,,,,,,,,,,,,,,,,,
2094,77A,151,27,56A,,,,,,,,,,,,,,,,,,,
2095,56A,27,151,77A,,,,,,,,,,,,,,,,,,,
2096,77A,151,27,56A,,,,,,,,,,,,,,,,,,,
2097,56A,27,151,77A,,,,,,,,,,,,,,,,,,,
2099,77A,151,27,56A,,,,,,,,,,,,,,,,,,,
2101,56A,27,18,151,77A,,,,,,,,,,,,,,,,,,
2102,77A,151,123,18,27,56A,,,,,,,,,,,,,,,,,
2103,27,123,77A,,,,,,,,,,,,,,,,,,,,
2105,151,18,56A,,,,,,,,,,,,,,,,,,,,
2109,69X,,,,,,,,,,,,,,,,,,,,,,
2110,76A,76,,,,,,,,,,,,,,,,,,,,,
2111,76,76A,,,,,,,,,,,,,,,,,,,,,
2112,76A,76,,,,,,,,,,,,,,,,,,,,,
2113,185,,,,,,,,,,,,,,,,,,,,,,
2114,68,76,76A,,,,,,,,,,,,,,,,,,,,
2115,76A,76,68,,,,,,,,,,,,,,,,,,,,
2116,76,76A,,,,,,,,,,,,,,,,,,,,,
2117,76A,76,,,,,,,,,,,,,,,,,,,,,
2118,76,76A,40,,,,,,,,,,,,,,,,,,,,
2119,40,76A,76,,,,,,,,,,,,,,,,,,,,
2120,76,76A,40,,,,,,,,,,,,,,,,,,,,
2121,40,76A,76,,,,,,,,,,,,,,,,,,,,
2123,76,76A,40,,,,,,,,,,,,,,,,,,,,
2124,40,76A,76,,,,,,,,,,,,,,,,,,,,
2125,76,76A,40,,,,,,,,,,,,,,,,,,,,
2126,40,76A,76,,,,,,,,,,,,,,,,,,,,
2127,76,76A,40,,,,,,,,,,,,,,,,,,,,
2128,40,76A,76,,,,,,,,,,,,,,,,,,,,
2129,76,76A,40,,,,,,,,,,,,,,,,,,,,
2130,76A,76,,,,,,,,,,,,,,,,,,,,,
2133,151,68,,,,,,,,,,,,,,,,,,,,,
2134,68,151,,,,,,,,,,,,,,,,,,,,,
2135,151,,,,,,,,,,,,,,,,,,,,,,
2136,51D,51X,13,,,,,,,,,,,,,,,,,,,,
2137,13,51X,51D,,,,,,,,,,,,,,,,,,,,
2138,51D,51X,13,,,,,,,,,,,,,,,,,,,,
2139,13,51X,51D,,,,,,,,,,,,,,,,,,,,
2140,51D,51X,13,,,,,,,,,,,,,,,,,,,,
2141,13,51X,51D,,,,,,,,,,,,,,,,,,,,
2142,51D,51X,13,,,,,,,,,,,,,,,,,,,,
2143,51X,13,51D,,,,,,,,,,,,,,,,,,,,
2145,51D,13,51X,,,,,,,,,,,,,,,,,,,,
2146,13,51D,,,,,,,,,,,,,,,,,,,,,
2147,51D,13,,,,,,,,,,,,,,,,,,,,,
2148,13,51D,,,,,,,,,,,,,,,,,,,,,
2149,51D,13,,,,,,,,,,,,,,,,,,,,,
2150,13,51D,,,,,,,,,,,,,,,,,,,,,
2151,51D,13,,,,,,,,,,,,,,,,,,,,,
2152,13,51D,,,,,,,,,,,,,,,,,,,,,
2153,51D,13,,,,,,,,,,,,,,,,,,,,,
2154,13,51D,,,,,,,,,,,,,,,,,,,,,
2156,151,68,68X,,,,,,,,,,,,,,,,,,,,
2158,68,76,76A,,,,,,,,,,,,,,,,,,,,
2159,76A,76,68,69,13,,,,,,,,,,,,,,,,,,
2160,13,69,51D,,,,,,,,,,,,,,,,,,,,
2161,69,13,,,,,,,,,,,,,,,,,,,,,
2162,69,,,,,,,,,,,,,,,,,,,,,,
2163,69,,,,,,,,,,,,,,,,,,,,,,
2164,151,,,,,,,,,,,,,,,,,,,,,,
2165,151,68,13,,,,,,,,,,,,,,,,,,,,
2166,13,68,151,,,,,,,,,,,,,,,,,,,,
2167,68,,,,,,,,,,,,,,,,,,,,,,
2168,69,,,,,,,,,,,,,,,,,,,,,,
2169,69,,,,,,,,,,,,,,,,,,,,,,
2170,69,,,,,,,,,,,,,,,,,,,,,,
2171,39,39A,,,,,,,,,,,,,,,,,,,,,
2172,69,51D,13,,,,,,,,,,,,,,,,,,,,
2173,68,76,76A,,,,,,,,,,,,,,,,,,,,
2174,76A,76,68,,,,,,,,,,,,,,,,,,,,
2176,68,69X,,,,,,,,,,,,,,,,,,,,,
2177,68,,,,,,,,,,,,,,,,,,,,,,
2178,68,,,,,,,,,,,,,,,,,,,,,,
2181,56A,18,151,,,,,,,,,,,,,,,,,,,,
2182,151,18,56A,,,,,,,,,,,,,,,,,,,,
2183,27,123,77A,,,,,,,,,,,,,,,,,,,,
2184,77A,123,27,,,,,,,,,,,,,,,,,,,,
2185,27,18,56A,123,151,77A,,,,,,,,,,,,,,,,,
2186,77A,151,56A,27,,,,,,,,,,,,,,,,,,,
2187,27,56A,151,77A,,,,,,,,,,,,,,,,,,,
2188,77A,151,56A,27,,,,,,,,,,,,,,,,,,,
2189,27,56A,151,77A,,,,,,,,,,,,,,,,,,,
2190,77A,77X,151,56A,27,17,,,,,,,,,,,,,,,,,
2191,26,66,66A,66B,67,25,,,,,,,,,,,,,,,,,
2192,25,67,66B,66A,66,26,,,,,,,,,,,,,,,,,
2193,26,66,66A,66B,67,25,,,,,,,,,,,,,,,,,
2194,25,67,66B,66A,66,26,,,,,,,,,,,,,,,,,
2195,26,66,66A,66B,67,25,,,,,,,,,,,,,,,,,
2196,25,67,66B,66A,66,26,,,,,,,,,,,,,,,,,
2197,26,66,66A,66B,67,25,,,,,,,,,,,,,,,,,
2198,25,67,66B,66A,66,26,,,,,,,,,,,,,,,,,
2199,76,,,,,,,,,,,,,,,,,,,,,,
2200,76,76A,26,66,66A,66B,67,25,,,,,,,,,,,,,,,
2201,25,25A,67,66B,67X,66A,66X,66,26,25B,25X,25D,76A,51D,,,,,,,,,
2202,18,26,,,,,,,,,,,,,,,,,,,,,
2203,26,18,,,,,,,,,,,,,,,,,,,,,
2204,18,,,,,,,,,,,,,,,,,,,,,,
2205,18,76A,76,40,,,,,,,,,,,,,,,,,,,
2206,40,76,76A,18,,,,,,,,,,,,,,,,,,,
2207,18,,,,,,,,,,,,,,,,,,,,,,
2208,18,,,,,,,,,,,,,,,,,,,,,,
2210,18,26,,,,,,,,,,,,,,,,,,,,,
2211,26,18,,,,,,,,,,,,,,,,,,,,,
2212,18,,,,,,,,,,,,,,,,,,,,,,
2213,25D,25B,25X,66,66X,66A,67X,66B,67,25A,25,51D,,,,,,,,,,,
2214,25,25A,67,66B,67X,66A,66X,66,25X,25B,25D,,,,,,,,,,,,
2215,25D,25B,25X,66,66X,66A,67X,66B,67,25A,25,,,,,,,,,,,,
2216,25,25A,67,66B,66A,66,25X,25B,25D,,,,,,,,,,,,,,
2217,25X,66,66A,66B,67,25,,,,,,,,,,,,,,,,,
2218,25,67,66B,66A,66,25X,,,,,,,,,,,,,,,,,
2219,25X,66,66A,66B,67,25,,,,,,,,,,,,,,,,,
2220,25,,,,,,,,,,,,,,,,,,,,,,
2221,25,,,,,,,,,,,,,,,,,,,,,,
2223,25,239,,,,,,,,,,,,,,,,,,,,,
2224,239,25,,,,,,,,,,,,,,,,,,,,,
2225,239,25D,,,,,,,,,,,,,,,,,,,,,
2226,239,,,,,,,,,,,,,,,,,,,,,,
2227,239,25D,,,,,,,,,,,,,,,,,,,,,
2228,239,,,,,,,,,,,,,,,,,,,,,,
2229,239,25,,,,,,,,,,,,,,,,,,,,,
2230,25,,,,,,,,,,,,,,,,,,,,,,
2231,25,,,,,,,,,,,,,,,,,,,,,,
2232,25,67,66B,66A,66,25X,,,,,,,,,,,,,,,,,
2233,25X,66,66A,66B,67,25,,,,,,,,,,,,,,,,,
2234,25,25A,67,66B,66A,66,25X,25B,,,,,,,,,,,,,,,
2235,25B,25X,66,66A,66B,67,25A,25,,,,,,,,,,,,,,,
2236,25,25A,67,66B,67X,66A,66X,66,25B,25D,,,,,,,,,,,,,
2238,25D,25B,66,66A,66B,67,25A,25,,,,,,,,,,,,,,,
2239,25,25A,67,66B,67X,66A,66X,66,25B,25X,25D,51D,,,,,,,,,,,
2241,51D,76A,25D,25X,25B,26,66,66X,66A,67X,66B,67,25A,25,,,,,,,,,
2242,25,25A,67,66B,67X,66A,66X,66,26,25B,25X,25D,76A,51D,,,,,,,,,
2243,76A,76,26,66,66A,66B,67,25,,,,,,,,,,,,,,,
2244,25,67,66B,66A,66,26,,,,,,,,,,,,,,,,,
2245,26,66,66A,66B,67,25,,,,,,,,,,,,,,,,,
2246,25,67,66B,66A,66,26,,,,,,,,,,,,,,,,,
2247,26,66,66A,66B,67,25,,,,,,,,,,,,,,,,,
2248,25,67,66B,66A,66,26,,,,,,,,,,,,,,,,,
2249,26,66,66A,66B,67,25,,,,,,,,,,,,,,,,,
2250,25,67,66B,66A,66,26,,,,,,,,,,,,,,,,,
2251,26,66,66A,66B,67,25,,,,,,,,,,,,,,,,,
2255,53,,,,,,,,,,,,,,,,,,,,,,
2256,53,,,,,,,,,,,,,,,,,,,,,,
2257,53,,,,,,,,,,,,,,,,,,,,,,
2258,53,,,,,,,,,,,,,,,,,,,,,,
2259,53,,,,,,,,,,,,,,,,,,,,,,
2260,53,,,,,,,,,,,,,,,,,,,,,,
2261,53,,,,,,,,,,,,,,,,,,,,,,
2262,53,,,,,,,,,,,,,,,,,,,,,,
2264,53,,,,,,,,,,,,,,,,,,,,,,
2265,53,,,,,,,,,,,,,,,,,,,,,,
2269,53,,,,,,,,,,,,,,,,,,,,,,
2270,53,,,,,,,,,,,,,,,,,,,,,,
2274,53,,,,,,,,,,,,,,,,,,,,,,
2278,53,151,,,,,,,,,,,,,,,,,,,,,
2279,151,53,,,,,,,,,,,,,,,,,,,,,
2280,53,,,,,,,,,,,,,,,,,,,,,,
2281,53,,,,,,,,,,,,,,,,,,,,,,
2282,53,,,,,,,,,,,,,,,,,,,,,,
2283,53,,,,,,,,,,,,,,,,,,,,,,
2289,238,220,38,38B,,,,,,,,,,,,,,,,,,,
2290,220,17A,,,,,,,,,,,,,,,,,,,,,
2294,17A,220,,,,,,,,,,,,,,,,,,,,,
2310,27,56A,77A,151,150,,,,,,,,,,,,,,,,,,
2311,150,151,77A,56A,27,,,,,,,,,,,,,,,,,,
2312,27,56A,77A,151,,,,,,,,,,,,,,,,,,,
2313,151,77A,56A,27,,,,,,,,,,,,,,,,,,,
2314,27,56A,77A,151,,,,,,,,,,,,,,,,,,,
2315,151,77A,56A,27,,,,,,,,,,,,,,,,,,,
2317,18,150,,,,,,,,,,,,,,,,,,,,,
2318,150,18,,,,,,,,,,,,,,,,,,,,,
2319,18,150,,,,,,,,,,,,,,,,,,,,,
2320,150,,,,,,,,,,,,,,,,,,,,,,
2321,150,,,,,,,,,,,,,,,,,,,,,,
2322,150,,,,,,,,,,,,,,,,,,,,,,
2323,150,,,,,,,,,,,,,,,,,,,,,,
2324,150,,,,,,,,,,,,,,,,,,,,,,
2325,150,,,,,,,,,,,,,,,,,,,,,,
2326,150,,,,,,,,,,,,,,,,,,,,,,
2327,150,17,,,,,,,,,,,,,,,,,,,,,
2328,18,150,,,,,,,,,,,,,,,,,,,,,
2329,150,18,,,,,,,,,,,,,,,,,,,,,
2330,18,150,,,,,,,,,,,,,,,,,,,,,
2331,150,18,,,,,,,,,,,,,,,,,,,,,
2332,27,77A,,,,,,,,,,,,,,,,,,,,,
2333,77A,27,,,,,,,,,,,,,,,,,,,,,
2334,27,77A,,,,,,,,,,,,,,,,,,,,,
2335,77A,27,,,,,,,,,,,,,,,,,,,,,
2336,27,77A,,,,,,,,,,,,,,,,,,,,,
2337,77A,27,,,,,,,,,,,,,,,,,,,,,
2338,38A,220,17A,38,238,38B,236,,,,,,,,,,,,,,,,
2339,77A,27,,,,,,,,,,,,,,,,,,,,,
2340,27,,,,,,,,,,,,,,,,,,,,,,
2345,76,76A,,,,,,,,,,,,,,,,,,,,,
2346,77A,27,65,,,,,,,,,,,,,,,,,,,,
2349,65,56A,54A,27,77A,,,,,,,,,,,,,,,,,,
2351,77A,27,54A,56A,65,,,,,,,,,,,,,,,,,,
2352,65,65B,77A,,,,,,,,,,,,,,,,,,,,
2353,49,27,,,,,,,,,,,,,,,,,,,,,
2355,27,,,,,,,,,,,,,,,,,,,,,,
2357,65B,65,49,77A,77X,,,,,,,,,,,,,,,,,,
2358,65,,,,,,,,,,,,,,,,,,,,,,
2359,65,56A,54A,27,77A,49,,,,,,,,,,,,,,,,,
2360,77A,27,54A,56A,65,,,,,,,,,,,,,,,,,,
2363,76A,76,,,,,,,,,,,,,,,,,,,,,
2364,76,76A,,,,,,,,,,,,,,,,,,,,,
2369,27,,,,,,,,,,,,,,,,,,,,,,
2370,27,,,,,,,,,,,,,,,,,,,,,,
2371,27,77A,77X,,,,,,,,,,,,,,,,,,,,
2372,77X,77A,27,,,,,,,,,,,,,,,,,,,,
2373,27,77A,77X,,,,,,,,,,,,,,,,,,,,
2374,13,,,,,,,,,,,,,,,,,,,,,,
2377,27,77A,,,,,,,,,,,,,,,,,,,,,
2378,77A,27,,,,,,,,,,,,,,,,,,,,,
2379,27,56A,77A,77X,151,,,,,,,,,,,,,,,,,,
2380,151,77X,77A,56A,27,,,,,,,,,,,,,,,,,,
2382,27,56A,77A,77X,151,,,,,,,,,,,,,,,,,,
2383,151,150,77X,77A,49,56A,54A,27,,,,,,,,,,,,,,,
2385,54A,49,,,,,,,,,,,,,,,,,,,,,
2386,49,54A,,,,,,,,,,,,,,,,,,,,,
2387,54A,49,,,,,,,,,,,,,,,,,,,,,
2388,49,54A,,,,,,,,,,,,,,,,,,,,,
2389,54A,9,,,,,,,,,,,,,,,,,,,,,
2390,9,54A,,,,,,,,,,,,,,,,,,,,,
2391,54A,9,,,,,,,,,,,,,,,,,,,,,
2392,9,54A,,,,,,,,,,,,,,,,,,,,,
2393,54A,9,,,,,,,,,,,,,,,,,,,,,
2394,9,54A,,,,,,,,,,,,,,,,,,,,,
2395,54A,,,,,,,,,,,,,,,,,,,,,,
2396,54A,,,,,,,,,,,,,,,,,,,,,,
2397,54A,,,,,,,,,,,,,,,,,,,,,,
2398,54A,,,,,,,,,,,,,,,,,,,,,,
2399,54A,,,,,,,,,,,,,,,,,,,,,,
2400,54A,,,,,,,,,,,,,,,,,,,,,,
2401,54A,,,,,,,,,,,,,,,,,,,,,,
2402,54A,,,,,,,,,,,,,,,,,,,,,,
2403,54A,,,,,,,,,,,,,,,,,,,,,,
2404,54A,,,,,,,,,,,,,,,,,,,,,,
2405,54A,,,,,,,,,,,,,,,,,,,,,,
2406,54A,,,,,,,,,,,,,,,,,,,,,,
2408,54A,,,,,,,,,,,,,,,,,,,,,,
2409,54A,,,,,,,,,,,,,,,,,,,,,,
2410,54A,,,,,,,,,,,,,,,,,,,,,,
2411,54A,,,,,,,,,,,,,,,,,,,,,,
2412,54A,,,,,,,,,,,,,,,,,,,,,,
2413,17,9,,,,,,,,,,,,,,,,,,,,,
2414,9,17,,,,,,,,,,,,,,,,,,,,,
2415,17,9,,,,,,,,,,,,,,,,,,,,,
2416,9,,,,,,,,,,,,,,,,,,,,,,
2417,9,,,,,,,,,,,,,,,,,,,,,,
2418,9,,,,,,,,,,,,,,,,,,,,,,
2419,9,,,,,,,,,,,,,,,,,,,,,,
2420,77A,,,,,,,,,,,,,,,,,,,,,,
2421,77A,,,,,,,,,,,,,,,,,,,,,,
2423,77A,,,,,,,,,,,,,,,,,,,,,,
2424,77A,,,,,,,,,,,,,,,,,,,,,,
2425,77A,77X,,,,,,,,,,,,,,,,,,,,,
2426,77X,77A,,,,,,,,,,,,,,,,,,,,,
2427,77A,77X,,,,,,,,,,,,,,,,,,,,,
2428,77X,77A,,,,,,,,,,,,,,,,,,,,,
2429,77A,77X,,,,,,,,,,,,,,,,,,,,,
2430,77X,77A,,,,,,,,,,,,,,,,,,,,,
2431,9,,,,,,,,,,,,,,,,,,,,,,
2432,9,,,,,,,,,,,,,,,,,,,,,,
2433,9,,,,,,,,,,,,,,,,,,,,,,
2434,9,17,,,,,,,,,,,,,,,,,,,,,
2435,17,9,,,,,,,,,,,,,,,,,,,,,
2436,9,17,,,,,,,,,,,,,,,,,,,,,
2437,17,9,15A,,,,,,,,,,,,,,,,,,,,
2438,9,54A,,,,,,,,,,,,,,,,,,,,,
2439,54A,9,,,,,,,,,,,,,,,,,,,,,
2440,9,54A,,,,,,,,,,,,,,,,,,,,,
2441,54A,9,,,,,,,,,,,,,,,,,,,,,
2442,9,54A,,,,,,,,,,,,,,,,,,,,,
2443,54A,9,,,,,,,,,,,,,,,,,,,,,
2444,9,54A,,,,,,,,,,,,,,,,,,,,,
2445,9,,,,,,,,,,,,,,,,,,,,,,
2446,9,,,,,,,,,,,,,,,,,,,,,,
2447,77A,,,,,,,,,,,,,,,,,,,,,,
2448,83A,83,18,,,,,,,,,,,,,,,,,,,,
2449,17,,,,,,,,,,,,,,,,,,,,,,
2450,17,18,83,83A,,,,,,,,,,,,,,,,,,,
2451,17,,,,,,,,,,,,,,,,,,,,,,
2452,9,,,,,,,,,,,,,,,,,,,,,,
2453,9,,,,,,,,,,,,,,,,,,,,,,
2454,9,,,,,,,,,,,,,,,,,,,,,,
2455,9,,,,,,,,,,,,,,,,,,,,,,
2456,9,,,,,,,,,,,,,,,,,,,,,,
2457,9,,,,,,,,,,,,,,,,,,,,,,
2458,9,,,,,,,,,,,,,,,,,,,,,,
2459,9,,,,,,,,,,,,,,,,,,,,,,
2460,9,,,,,,,,,,,,,,,,,,,,,,
2461,9,,,,,,,,,,,,,,,,,,,,,,
2462,9,,,,,,,,,,,,,,,,,,,,,,
2463,9,,,,,,,,,,,,,,,,,,,,,,
2464,17,18,,,,,,,,,,,,,,,,,,,,,
2465,18,17,83A,83,,,,,,,,,,,,,,,,,,,
2466,83,83A,17,18,,,,,,,,,,,,,,,,,,,
2467,18,83A,83,,,,,,,,,,,,,,,,,,,,
2468,220,38A,38,238,,,,,,,,,,,,,,,,,,,
2471,18,83,83A,,,,,,,,,,,,,,,,,,,,
2472,83A,83,18,,,,,,,,,,,,,,,,,,,,
2473,18,83,83A,,,,,,,,,,,,,,,,,,,,
2474,83A,83,18,,,,,,,,,,,,,,,,,,,,
2475,18,83,83A,,,,,,,,,,,,,,,,,,,,
2476,83A,83,18,,,,,,,,,,,,,,,,,,,,
2477,18,83,83A,,,,,,,,,,,,,,,,,,,,
2478,83A,83,18,,,,,,,,,,,,,,,,,,,,
2479,18,83,83A,,,,,,,,,,,,,,,,,,,,
2480,83A,83,18,,,,,,,,,,,,,,,,,,,,
2481,18,83,83A,,,,,,,,,,,,,,,,,,,,
2482,83A,83,18,,,,,,,,,,,,,,,,,,,,
2483,18,83,83A,,,,,,,,,,,,,,,,,,,,
2484,83A,83,18,,,,,,,,,,,,,,,,,,,,
2485,18,83,83A,,,,,,,,,,,,,,,,,,,,
2486,83A,83,18,,,,,,,,,,,,,,,,,,,,
2487,18,83,83A,,,,,,,,,,,,,,,,,,,,
2488,83A,83,18,,,,,,,,,,,,,,,,,,,,
2489,18,83,83A,,,,,,,,,,,,,,,,,,,,
2490,83A,83,,,,,,,,,,,,,,,,,,,,,
2491,83,83A,,,,,,,,,,,,,,,,,,,,,
2492,83A,83,,,,,,,,,,,,,,,,,,,,,
2493,83,83A,,,,,,,,,,,,,,,,,,,,,
2494,83A,83,18,,,,,,,,,,,,,,,,,,,,
2495,18,83,83A,,,,,,,,,,,,,,,,,,,,
2496,83A,83,18,,,,,,,,,,,,,,,,,,,,
2497,18,83,83A,,,,,,,,,,,,,,,,,,,,
2498,41X,15A,151,142,15D,15B,33D,33X,,,,,,,,,,,,,,,
2499,33X,33D,15B,15D,142,151,15A,41X,747,757,,,,,,,,,,,,,
2500,41X,151,142,33D,33X,,,,,,,,,,,,,,,,,,
2501,33X,33D,142,151,41X,757,747,,,,,,,,,,,,,,,,
2508,151,53,,,,,,,,,,,,,,,,,,,,,
2510,40D,17A,220,,,,,,,,,,,,,,,,,,,,
2515,75,49,,,,,,,,,,,,,,,,,,,,,
2516,49,75,65B,,,,,,,,,,,,,,,,,,,,
2517,65B,75,49,,,,,,,,,,,,,,,,,,,,
2518,49,75,65B,,,,,,,,,,,,,,,,,,,,
2520,75,,,,,,,,,,,,,,,,,,,,,,
2521,75,,,,,,,,,,,,,,,,,,,,,,
2522,75,49,,,,,,,,,,,,,,,,,,,,,
2523,49,75,,,,,,,,,,,,,,,,,,,,,
2524,75,49,,,,,,,,,,,,,,,,,,,,,
2532,49,75,65B,,,,,,,,,,,,,,,,,,,,
2533,75,,,,,,,,,,,,,,,,,,,,,,
2534,75,,,,,,,,,,,,,,,,,,,,,,
2535,75,77A,,,,,,,,,,,,,,,,,,,,,
2536,77A,75,,,,,,,,,,,,,,,,,,,,,
2538,75,77A,,,,,,,,,,,,,,,,,,,,,
2539,75,49,65B,,,,,,,,,,,,,,,,,,,,
2540,65B,49,75,,,,,,,,,,,,,,,,,,,,
2542,75,49,,,,,,,,,,,,,,,,,,,,,
2544,75,,,,,,,,,,,,,,,,,,,,,,
2545,75,,,,,,,,,,,,,,,,,,,,,,
2547,75,49,65B,,,,,,,,,,,,,,,,,,,,
2548,65B,49,75,,,,,,,,,,,,,,,,,,,,
2550,65B,65,,,,,,,,,,,,,,,,,,,,,
2551,65,54A,,,,,,,,,,,,,,,,,,,,,
2553,54A,65,,,,,,,,,,,,,,,,,,,,,
2554,65,54A,77X,77A,,,,,,,,,,,,,,,,,,,
2555,54A,65,,,,,,,,,,,,,,,,,,,,,
2556,65,54A,,,,,,,,,,,,,,,,,,,,,
2557,54A,65,27,77A,75,,,,,,,,,,,,,,,,,,
2558,77A,54A,,,,,,,,,,,,,,,,,,,,,
2559,65B,77A,,,,,,,,,,,,,,,,,,,,,
2560,77A,65B,,,,,,,,,,,,,,,,,,,,,
2561,65B,77A,,,,,,,,,,,,,,,,,,,,,
2562,77A,65B,,,,,,,,,,,,,,,,,,,,,
2564,65B,77A,,,,,,,,,,,,,,,,,,,,,
2566,77A,77X,65B,,,,,,,,,,,,,,,,,,,,
2567,65B,77X,77A,,,,,,,,,,,,,,,,,,,,
2568,77A,77X,65B,,,,,,,,,,,,,,,,,,,,
2569,65B,77X,77A,,,,,,,,,,,,,,,,,,,,
